Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case
cVOM,7393941283.889906,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,GenX,0.035,full-base-200
cCO2,38090655764.98166,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,GenX,0.178,full-base-200
cFix,167125258835.9498,5.33721065062e9,3.59701459904e9,4.35101545416e9,9.382475353789997e9,7.434218229070001e9,8.801911252789997e9,4.22432229567e9,5.12709503609e9,1.0190980050560001e10,6.1181335882699995e9,9.745675817999998e7,4.73594322788e9,3.33505079697e9,3.732268069129999e9,7.20850870645e9,1.6628972221659998e10,5.669542282099999e9,2.8789889288599997e9,2.76679415023e9,8.4357907782699995e9,8.48328605707e9,8.78196693164e9,9.046269924510002e9,5.001544318940001e9,1.306990927806e10,2.68858989594e9,2035,GenX,0.649,full-base-200
cVar,36784106384.09306,3.0492656644763863e8,1.757091080522153e9,2.24258910329447e9,5.347799539213127e9,1.177456467880525e9,2.327892848421288e9,1.3800832146623645e9,2.041242979628411e9,1.7464663285676334e9,3.2234485190002584e8,1.5530097237474394e8,4.5300484318771523e8,1.0592108023252183e9,6.460846833326819e8,2.4141491683638344e9,9.41889654439543e9,4.2658205285461694e7,1.381384523926406e8,7.80345511786511e7,2.4587530201045096e8,3.472832934358079e9,2.0736451157714343e9,4.1593623221946154e9,5.941646755792016e8,3.732941726997349e9,1.2881525754418924e8,2035,GenX,0.143,full-base-200
cNSE,297924405.8008821,10720.558669878163,10623.470986898996,10579.7313718216,10352.069190539367,2.86869584708948e8,10178.219292810636,10384.402579704329,10094.206460273163,10290.236579600201,10852.356836764775,1.0804992072870502e7,10853.304235471274,10995.499907783866,10524.177008153849,10400.00584939375,10779.66995913437,9686.850790033983,9991.948745917573,10008.731807274715,10019.848606821444,10205.087058947933,10368.13818073607,10294.14601551375,10489.888271828739,10230.223353079882,10906.247323716625,2035,GenX,0.001,full-base-200
cStart,6539237150.82517,9.043111609139293e7,1.9820472845936638e8,3.172218808003573e8,7.7852701937178e8,1.901146492135267e8,2.785880198528489e8,1.5745516297456616e8,3.2982566323217404e8,2.8068419497654974e8,5.211372168538231e7,6.16987610524043e7,5.0412021140745364e7,7.849553836815222e7,1.3117421768522422e8,5.010870014064734e8,9.43775268649869e8,1.5970901632780595e7,1.8795730984478112e7,1.2224103834458636e7,7.794823468256894e7,3.5611941218199104e8,2.6856625320472956e8,6.10559031399681e8,8.916502000856519e7,6.134325608643612e8,3.664693707050495e7,2035,GenX,0.025,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.0,full-base-200
cNetworkExp,8669693950.26949,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,GenX,0.034,full-base-200
cVOM,10676902153.758602,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,GenX,0.041,full-base-200
cCO2,27485624710.469925,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,GenX,0.107,full-base-200
cFix,188702483490.98972,6.259196068630001e9,4.0693113934799995e9,5.739882038560001e9,1.0544424750050001e10,9.963487794800003e9,9.60498458896e9,4.397854546820001e9,5.6539897382e9,1.1921726067470001e10,7.53907754642e9,2.3944675122999996e8,4.89972727812e9,3.49067608164e9,4.0285927894499993e9,7.03158589497e9,1.9200736741989998e10,6.1625539337300005e9,3.18381453176e9,3.0706858534300003e9,9.024443678859999e9,9.128097913270002e9,9.62980763584e9,9.97278789286e9,6.015844677999999e9,1.505996960998e10,2.86977769247e9,2040,GenX,0.653,full-base-200
cVar,41796017915.43596,3.285880026955987e8,2.200179412018776e9,3.301462440820107e9,5.752881574044196e9,1.072424643741446e9,2.579514903656153e9,1.5378628458739016e9,2.3262633545989323e9,2.152923852111002e9,8.079738505573735e8,1.393304326598325e8,4.205454342907052e8,1.0294781186050497e9,5.877287128558706e8,2.0802320727451463e9,1.1524213821199804e10,2.974794379400787e8,1.3692648320350406e8,8.379786784256658e7,2.1725141501668715e8,3.8900283869417176e9,2.235671178865783e9,4.423507971933165e9,6.571612338472569e8,4.1401980941977067e9,1.069935133397409e8,2040,GenX,0.145,full-base-200
cNSE,451212403.4289067,12717.980529849425,12403.22768655213,12420.20459661371,12130.974356188708,4.207820215336128e8,12189.559610621647,13017.167326722329,11894.478301979882,11985.701941430561,1.8820807619021136e7,1.132712851781381e7,12873.69730341927,13158.762594264228,12444.366300289066,11953.348202300673,12153.954840591115,12191.908765962793,11809.066711927711,11735.208382195575,11741.56727296829,12304.151936902177,12052.982795107107,11858.412936611747,12501.927894208535,11897.756155402129,13009.35202905552,2040,GenX,0.002,full-base-200
cStart,9314179407.696198,1.4735955748571217e8,3.912513381100818e8,7.112511469835843e8,1.028166346758638e9,1.7001054962249228e8,3.8659537626117456e8,2.0584194683703163e8,4.6236553672961414e8,4.114719844219041e8,1.5787278398501197e8,5.986183979813086e7,5.67568055167079e7,1.0125762695764002e8,1.5107492028545016e8,5.3578744560627675e8,1.3172857206973004e9,8.365142661618361e7,2.53968276158429e7,1.685933750846549e7,9.94227882841543e7,5.072301781495342e8,3.8955384538735604e8,8.015286977231007e8,1.731970403120311e8,8.762986222458346e8,4.682971779723206e7,2040,GenX,0.032,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.0,full-base-200
cNetworkExp,10552786283.67644,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,GenX,0.037,full-base-200
cVOM,12234601140.119717,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,GenX,0.042,full-base-200
cCO2,25738724445.55591,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,GenX,0.089,full-base-200
cFix,214111509857.54984,7.519982300969999e9,5.0555071447e9,7.09803217063e9,1.160801103266e10,1.1165886259669998e10,1.0442410135119999e10,4.79653735319e9,6.368303179790001e9,1.3689684975770004e10,9.06972612938e9,3.7233773567e8,5.28572621426e9,3.5834466193800006e9,4.57553019254e9,7.7561715162300005e9,2.1397028693809998e10,7.400397874610002e9,3.3845224884000006e9,3.47342786355e9,1.013314784846e10,1.005788043403e10,1.090170074031e10,1.154211997308e10,7.4263739717699995e9,1.687454812018e10,3.133068889390001e9,2045,GenX,0.655,full-base-200
cVar,47780023382.081665,3.164254671503032e8,2.859801054372043e9,4.129532541378937e9,6.563808782251621e9,1.07517489446314e9,2.8859105648086634e9,1.7581567313343146e9,2.7091107223065376e9,2.82948897575233e9,1.4442278535656917e9,1.3931503343554646e8,4.156774314482737e8,1.0288204969075638e9,5.768907916436075e8,1.942083780295817e9,1.3479316329573046e10,2.8932160484211236e8,1.4331632398617536e8,8.807789585095444e7,2.142084999628904e8,4.548556852950475e9,2.6174743546359243e9,4.795296904088892e9,6.553858535062617e8,4.500318166117244e9,1.0246233443074386e8,2045,GenX,0.146,full-base-200
cNSE,607414946.6069112,1.4227621925992839e7,22830.151382522276,22942.997192079805,22729.013628916127,4.750913641240146e8,22780.978173097512,22768.520368019723,22527.25877395602,1.7921813132615017e6,1.0014522904295287e8,1.5680643545038642e7,22983.913744865757,23025.253080021233,22831.814720513765,23049.62807232713,22923.400628401978,22563.574355443423,22481.562048751868,22145.031453060004,22657.075742924604,22806.1212536359,22714.71277073141,22697.689841446998,22859.031813359456,22814.695706245067,22774.230882360283,2045,GenX,0.002,full-base-200
cStart,10733690883.686398,1.3679316621101e8,4.990415085237748e8,8.085566535994428e8,1.1836096366030169e9,1.6931122520993188e8,4.540404932778214e8,2.444487162053962e8,5.655411048097558e8,5.257461228898357e8,2.5971644048480728e8,5.4898915875898056e7,5.892825132138334e7,1.0650054489314649e8,1.550618067057126e8,5.057146529480142e8,1.4606844302729e9,8.713226110760105e7,3.0831215503239863e7,2.0325358853902485e7,1.0749744709315713e8,6.423657529317939e8,4.9211808142199004e8,9.536837619779608e8,1.6385458727391377e8,9.978059731702108e8,4.9482774521144934e7,2045,GenX,0.033,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.0,full-base-200
cNetworkExp,12405485594.807615,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,GenX,0.038,full-base-200
cVOM,14328136858.931004,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,GenX,0.044,full-base-200
cCO2,26986790270.01325,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,GenX,0.083,full-base-200
cFix,233758542149.98965,8.58105291113e9,5.833203854370001e9,8.991505135140001e9,1.2737327483639997e10,1.1648528325469997e10,1.0984684522419998e10,5.10662471792e9,6.850033305789999e9,1.4584351964859995e10,1.0642835365690002e10,4.5985821737e8,5.568871038410001e9,4.02061225259e9,5.630491769139999e9,8.11054431807e9,2.223332307267e10,7.945107978909999e9,3.92440121629e9,3.8548156191500006e9,1.0501825611590002e10,1.1007488242770004e10,1.1833616305630001e10,1.2170885503580004e10,8.57015229161e9,1.846751446152e10,3.49888666426e9,2050,GenX,0.678,full-base-200
cVar,48406165612.2798,2.7316042653322005e8,2.963797311991365e9,4.0391862613200293e9,6.633934741336497e9,1.0356112964932805e9,3.282888658090865e9,1.8785780087216947e9,3.006288182726396e9,2.701967353654526e9,1.776299288981903e9,1.2237165460315634e8,3.09884785658082e8,1.2365585137988555e9,4.966805272195492e8,1.8159993121140935e9,1.3414066514295467e10,2.4815398535903376e8,1.3093703162996648e8,8.041870197824278e7,1.718231209750485e8,4.675381146412389e9,2.620629326454916e9,4.778166113302072e9,5.414006874981891e8,4.79038042357621e9,8.413868792641361e7,2050,GenX,0.14,full-base-200
cNSE,627506113.5426632,1.4880313226775564e7,36305.043505660244,36028.01833756084,36269.59827859087,3.923056198941481e8,35991.14317093182,1.515502627403442e6,35957.21940060935,2.8583118373758577e7,1.709634008839112e8,3.1941790843636845e6,36757.17788844301,36318.98518801178,36547.403191750636,36715.338867415354,36271.50130823135,36722.24314261734,35843.89657942107,35759.84154328074,36115.87443035988,36345.46129142036,36007.825589064865,36005.52811406321,36216.56938155633,1.5375136454464694e7,36664.328608920274,2050,GenX,0.002,full-base-200
cStart,10357624842.121824,1.0558975284155628e8,5.292795691773358e8,6.817083270232455e8,1.2840179378993993e9,1.5706708497350684e8,4.6869773033037513e8,2.3431877170453304e8,5.80841094119781e8,4.3126907625999933e8,2.8411727816586864e8,4.229708878414058e7,4.5313343816560246e7,1.2490965268502252e8,1.0241946635505445e8,4.2367712865195465e8,1.401917242526823e9,6.725419828762597e7,2.1032162261584256e7,1.4676022711854605e7,8.604467443285884e7,6.748612424959372e8,4.678628552583537e8,1.0144437009011395e9,9.793056312481731e7,9.723625911585184e8,4.371628617395189e7,2050,GenX,0.03,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,GenX,0.0,full-base-200
cNetworkExp,13012502216.693079,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,GenX,0.038,full-base-200
cVOM,14702536450.362768,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,GenX,0.043,full-base-200
cCO2,23804431064.04621,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,GenX,0.069,full-base-200
cFix,64759971116.38,2.3588652156e9,9.974754504000001e8,8.795137773e8,1.9305278021999998e9,1.91751844501e9,4.10545132629e9,1.4664692821e9,2.46077007934e9,3.5929769923e9,2.464642101e9,1.1571108439999999e8,1.4198865014e9,2.4959262239e9,1.3228510673e9,4.1896042387e9,4.51984510136e9,2.27564229949e9,1.1386373753e9,1.63851286476e9,2.22196175265e9,4.394867748200001e9,4.364893502e9,3.3264135021000004e9,2.62178193582e9,5.45872116426e9,1.0805042832e9,2027,SWITCH,0.217,full-base-200
cVar,49282669266.26647,1.0974427631186235e9,1.4779122612679918e9,1.6298893986250317e9,6.209370543335571e9,1.837291203045231e9,1.6413084040727582e9,1.6790812806476252e9,3.617998591700957e9,2.0754662202690396e9,8.705479001995742e8,6.01056264656048e8,1.1411641549813652e9,1.7410573816760786e9,1.6745462580097475e9,5.728388419500521e9,5.285213674372337e9,3.871742850748977e8,6.897879865877969e8,3.244139194759926e8,1.192440837322413e9,3.3061559594919715e9,2.8092031136510067e9,4.426632117281611e9,1.5050978113215492e9,4.54889179965161e9,4.785062094530685e8,2027,SWITCH,0.165,full-base-200
cNSE,46582971.52446325,13964.199431563906,14404.727810530096,14503.807149145123,15639.79131756644,4.6099803581226744e7,15252.421181579968,14768.16387734628,15434.805459789639,15684.512380514074,14629.659393849088,123812.92861626776,14590.535128236006,14842.347963719276,15181.177884486588,15851.698947930128,15476.527503416448,14055.256527002794,14936.986455500362,14672.704803696744,14839.139268328061,15245.77502752753,15157.922154274966,15592.321385589372,14694.660658935096,16099.768644331221,13836.104263811823,2027,SWITCH,0.0,full-base-200
cStart,527270703.3567938,3.919694053278841e6,1.751271503851232e6,3.7292512490829704e6,3.3495633865972147e6,5.872365684614242e6,3.906890363258485e7,4.645326217172914e6,4.500036028383377e6,8.540822157383597e7,771692.271751863,3.0965501979756257e6,364177.5735710398,1.3507479299072778e7,1.8344004543364914e6,1.8195110997992173e7,1.9684984815414675e7,1.1551162878940038e7,2.5695144196206767e7,1.8503826574822243e7,4.350278907963997e7,1.0452610771940507e7,6.562623932727251e6,3.290320930568137e6,5.478538600309408e6,1.758876526371137e8,1.6647004815028425e7,2027,SWITCH,0.002,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,SWITCH,0.0,full-base-200
cNetworkExp,396022255.4138483,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,SWITCH,0.001,full-base-200
cVOM,8693369492.498339,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,SWITCH,0.029,full-base-200
cCO2,174147698718.51657,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,SWITCH,0.585,full-base-200
cFix,129723394723.46,3.8257964226499996e9,2.6284073996e9,2.62695086274e9,7.82448563436e9,5.187080104799999e9,7.04705479246e9,2.93115793868e9,4.30333224659e9,7.67492809688e9,4.831068785889999e9,9.31909004e7,3.6989039813900003e9,2.76110174235e9,3.1517763845299997e9,7.34531402137e9,1.087029131043e10,3.8790444926899996e9,2.1158600860400002e9,2.16288676382e9,6.70275898738e9,7.24669325702e9,7.328068490449999e9,7.27019930047e9,4.48201195324e9,9.65587747058e9,2.07915329665e9,2030,SWITCH,0.612,full-base-200
cVar,28949151733.300583,2.770989136179546e8,1.0939526548909612e9,1.0420117343032578e9,4.492646175959111e9,9.933576767235658e8,1.4398343466927097e9,1.1627066242470098e9,1.6114419908906465e9,1.0407892548671011e9,2.4487421244876206e8,2.6312047180782443e8,5.75097574770643e8,1.1825983039566188e9,7.285582715440712e8,3.3293348685469193e9,5.258799214572383e9,5.53879009275606e7,1.606373655757749e8,8.356441212580422e7,3.686315527974193e8,2.7998158074448724e9,1.463421309404016e9,3.297300302224916e9,5.44787635104191e8,2.8246473340540137e9,2.0898199837230602e8,2030,SWITCH,0.137,full-base-200
cNSE,4098982.0149751217,161530.81030056608,162201.5099448152,155886.65314583865,148981.05789849564,165717.2982705098,153696.793514547,163788.17585395463,153162.4185383101,142368.2019808931,159910.68873826374,169727.0671980129,164553.38898695714,166205.79477977322,159669.72620376604,151904.1168134717,164471.89850527782,150661.6271033876,158580.7770663303,163704.82456834108,156722.6631642272,140345.7421468086,153843.54982297166,156301.60700812127,163875.61430616185,147443.0338716473,163726.9752436619,2030,SWITCH,0.0,full-base-200
cStart,3007731989.718944,3.2737358612758923e7,7.541957425267173e7,8.94024226029171e7,4.544763744816481e8,7.975939231146538e7,1.1265311680970182e8,5.702499606069581e7,1.6753185748622617e8,1.1700127932422897e8,1.3715006648290066e7,3.311101695260293e7,2.71543777857842e7,4.507185694512997e7,4.874249939040712e7,3.058821813976129e8,3.374767736554495e8,8.823713994145675e6,1.2535827281163761e7,8.37778711536747e6,5.2855174854770236e7,1.3859761788638368e8,1.0637820238214962e8,2.777332444062037e8,3.607866472297545e7,3.3502992993442696e8,3.416174242362887e7,2030,SWITCH,0.014,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,SWITCH,0.0,full-base-200
cNetworkExp,5792646013.220819,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,SWITCH,0.027,full-base-200
cVOM,7594246174.59427,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,SWITCH,0.036,full-base-200
cCO2,36764706333.385254,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,SWITCH,0.174,full-base-200
cFix,166702439574.6299,5.39812342916e9,3.7359358267199993e9,4.58483787373e9,9.56982909318e9,7.621292065389999e9,9.02690922002e9,3.6362551153099995e9,5.26247142969e9,1.005147823023e10,6.20434116984e9,8.898105039999999e7,4.713447686950001e9,3.25177325321e9,3.79519004246e9,7.57545409679e9,1.6390252457330002e10,5.381784728639999e9,2.5479694562e9,2.6303862804700003e9,7.94262787066e9,8.633989465580002e9,8.870420168759998e9,9.192204795150002e9,5.22896113819e9,1.301863049372e10,2.34889313685e9,2035,SWITCH,0.652,full-base-200
cVar,36923200779.20555,2.7066869407449853e8,1.6835454927761245e9,2.1000842518398378e9,5.268871158893494e9,1.158003597007172e9,2.4497257774140215e9,1.4499249626305935e9,2.160705760163483e9,1.9839193732248356e9,3.7070570579726785e8,1.2251151367667802e8,4.4432994981626105e8,1.0651407668840876e9,6.646707487510757e8,2.470424244981219e9,9.320572547159294e9,3.875852963349559e7,1.3671347969802156e8,7.575560206953634e7,2.469434995430514e8,3.4121691509733973e9,2.0664389574984326e9,4.261187449188919e9,5.641428455356078e8,3.8926855611960063e9,1.3074042163394669e8,2035,SWITCH,0.144,full-base-200
cNSE,179852262.50753132,10073.975564962682,10570.579268118603,11210.625378565797,10497.935559111527,1.79126665233557e8,10319.66026153264,10323.213482693158,10256.306481737343,9834.223491250028,10511.994416882431,479282.98289389483,10279.605691962302,10028.205249094748,10243.225275209132,10466.241139399659,10989.044339039032,9411.143670903792,9538.74907368716,9026.461720084928,9696.547632166017,10184.24884609263,10540.56670725094,10642.898544472024,10648.476142095078,11016.590420417786,10003.77272245623,2035,SWITCH,0.001,full-base-200
cStart,6545888275.885276,8.51529427419077e7,1.8648805425905305e8,3.133747447544168e8,7.787487133174857e8,1.7415674111903816e8,2.9034090402107453e8,1.2662224063499956e8,3.5025801949074495e8,3.045126722218668e8,5.385352907203651e7,5.7787366743865736e7,4.753902775355398e7,7.880191880775444e7,1.2926206160152933e8,5.255812096389886e8,9.396994568736215e8,1.4599072940892912e7,1.8455216448929925e7,1.1252197731379513e7,7.810320870170404e7,3.5449775497273e8,2.700063435922015e8,6.090816584058695e8,8.620007191286343e7,6.23114856188752e8,3.8398291938278176e7,2035,SWITCH,0.026,full-base-200
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,SWITCH,0.0,full-base-200
cNetworkExp,8498787325.030578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,SWITCH,0.033,full-base-200
cVOM,10886139262.802147,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,SWITCH,0.043,full-base-200
cCO2,25943525712.723557,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,SWITCH,0.101,full-base-200
cFix,186796317102.85,6.323989216900001e9,4.14883186557e9,5.998990955890001e9,1.0675671425e10,1.0024792738789999e10,9.64434496434e9,3.7828895758099995e9,5.91757261837e9,1.1898944153119999e10,7.57111902192e9,2.5912179224e8,4.840747172559999e9,3.22764937392e9,4.0825112959700003e9,7.374178759950001e9,1.899722531473e10,5.925085602860001e9,2.8095535998199997e9,2.96175226809e9,8.40154166706e9,9.22654493079e9,9.67397771448e9,9.727338278380001e9,6.12607079508e9,1.45661340843e10,2.60973791691e9,2040,SWITCH,0.65,full-base-200
cVar,42534487069.10861,3.1118638148028415e8,2.193601249994643e9,3.122113018379971e9,5.765083239874323e9,1.0779200771117804e9,2.754078534674905e9,1.6165755037860532e9,2.470247387022201e9,2.3794271549007425e9,8.666760486882851e8,1.2069285048718008e8,4.1719475023007977e8,1.0445357575473026e9,6.166031084626755e8,2.167524823289615e9,1.1402884435935274e10,2.9626892273164606e8,1.3657718869268686e8,8.180519876666263e7,2.3571874027015635e8,3.873628133765416e9,2.2572939951563463e9,4.664675868781531e9,6.344991458484733e8,4.442868869952819e9,1.159320126108621e8,2040,SWITCH,0.148,full-base-200
cNSE,356941245.73110217,15501.55253589438,13297.489561317767,12401.12285143571,12103.006685582874,3.5101645551781654e8,12900.605675670216,15182.44901323196,12401.970337608442,12263.667226973175,5.605871039052096e6,15515.464276574343,13808.272601343004,14815.202708642173,13367.927528391032,12788.543847151732,12854.411846278614,13299.936233731532,13145.721703345276,13545.8452618126,12997.629164505715,12617.562258969927,12587.416645617208,12010.039771867634,13277.715256181711,12002.020837752832,14233.600370896413,2040,SWITCH,0.001,full-base-200
