Zone,value,zone,planning_year,model,agg_zone,case
3,3.1820630932584217,CASO,2035,GenX,CA,20-week-foresight
4,3.1932460776770895,FRCC,2035,GenX,SOU,20-week-foresight
5,83558.68515258927,ISNE,2035,GenX,NE,20-week-foresight
6,3.171037355249976,MISC,2035,GenX,MISO,20-week-foresight
7,3.1825633511564,MISE,2035,GenX,MISO,20-week-foresight
8,3.17249831114729,MISS,2035,GenX,MISO,20-week-foresight
9,3.183379930924303,MISW,2035,GenX,MISO,20-week-foresight
10,3.173007702531554,NWPP,2035,GenX,WECC,20-week-foresight
11,4627.44657708061,NYCW,2035,GenX,NE,20-week-foresight
12,3.1859176598690375,NYUP,2035,GenX,NE,20-week-foresight
13,3.1840432577978373,PJMC,2035,GenX,PJM,20-week-foresight
14,3.179756829229031,PJMD,2035,GenX,PJM,20-week-foresight
15,3.1998967795373683,PJME,2035,GenX,PJM,20-week-foresight
16,3.1775748733481066,PJMW,2035,GenX,PJM,20-week-foresight
17,3.1602103448208396,RMRG,2035,GenX,WECC,20-week-foresight
18,3.1688770349014392,SPPC,2035,GenX,SPP,20-week-foresight
19,3.161825111194251,SPPN,2035,GenX,SPP,20-week-foresight
20,3.1635134783256955,SPPS,2035,GenX,SPP,20-week-foresight
21,3.1805034821965323,SRCA,2035,GenX,SOU,20-week-foresight
22,3.1774692463404937,SRCE,2035,GenX,MISO,20-week-foresight
23,3.1816746290258195,SRSE,2035,GenX,SOU,20-week-foresight
24,3.2043790101333895,SRSG,2035,GenX,WECC,20-week-foresight
25,3.185479467764192,TRE,2035,GenX,TRE,20-week-foresight
26,3.156019925177249,TREW,2035,GenX,TRE,20-week-foresight
1,4793.887743466559,BASN,2040,GenX,WECC,20-week-foresight
2,3.744517979121838,CANO,2040,GenX,CA,20-week-foresight
3,3.922804704363436,CASO,2040,GenX,CA,20-week-foresight
4,4.33680542718666,FRCC,2040,GenX,SOU,20-week-foresight
5,122121.465143881,ISNE,2040,GenX,NE,20-week-foresight
6,4.015311338849608,MISC,2040,GenX,MISO,20-week-foresight
7,3.8305783196633496,MISE,2040,GenX,MISO,20-week-foresight
8,4.052391550239408,MISS,2040,GenX,MISO,20-week-foresight
9,4.084770453713787,MISW,2040,GenX,MISO,20-week-foresight
10,9502.403495521328,NWPP,2040,GenX,WECC,20-week-foresight
11,5088.593570894666,NYCW,2040,GenX,NE,20-week-foresight
12,3.8835439544682697,NYUP,2040,GenX,NE,20-week-foresight
13,4.002502302817726,PJMC,2040,GenX,PJM,20-week-foresight
14,4.034980785526489,PJMD,2040,GenX,PJM,20-week-foresight
15,4.029152453243968,PJME,2040,GenX,PJM,20-week-foresight
16,4.167467303071056,PJMW,2040,GenX,PJM,20-week-foresight
17,3.6395990478662106,RMRG,2040,GenX,WECC,20-week-foresight
18,3.82773808244717,SPPC,2040,GenX,SPP,20-week-foresight
19,3.563751372490089,SPPN,2040,GenX,SPP,20-week-foresight
20,3.803674625057682,SPPS,2040,GenX,SPP,20-week-foresight
21,4.05469108927395,SRCA,2040,GenX,SOU,20-week-foresight
22,4.053314751362463,SRCE,2040,GenX,MISO,20-week-foresight
23,4.124402776135205,SRSE,2040,GenX,SOU,20-week-foresight
24,4.34002443073606,SRSG,2040,GenX,WECC,20-week-foresight
25,4.2105241350572715,TRE,2040,GenX,TRE,20-week-foresight
26,3.40063341043,TREW,2040,GenX,TRE,20-week-foresight
1,11148.654395266603,BASN,2045,GenX,WECC,20-week-foresight
2,4.059800450606737,CANO,2045,GenX,CA,20-week-foresight
3,4.110529626585086,CASO,2045,GenX,CA,20-week-foresight
4,4.349815572171,FRCC,2045,GenX,SOU,20-week-foresight
5,147081.33619503485,ISNE,2045,GenX,NE,20-week-foresight
6,3.990372345038137,MISC,2045,GenX,MISO,20-week-foresight
7,4.0667694550201645,MISE,2045,GenX,MISO,20-week-foresight
8,4.021394859368836,MISS,2045,GenX,MISO,20-week-foresight
9,3028.9737283159816,MISW,2045,GenX,MISO,20-week-foresight
10,98344.85321521966,NWPP,2045,GenX,WECC,20-week-foresight
11,8137.738835232918,NYCW,2045,GenX,NE,20-week-foresight
12,4.298557940147454,NYUP,2045,GenX,NE,20-week-foresight
13,4.176772256856547,PJMC,2045,GenX,PJM,20-week-foresight
14,4.211955347414333,PJMD,2045,GenX,PJM,20-week-foresight
15,4.284770953646983,PJME,2045,GenX,PJM,20-week-foresight
16,4.098910265366816,PJMW,2045,GenX,PJM,20-week-foresight
17,3.943836982021601,RMRG,2045,GenX,WECC,20-week-foresight
18,3.939092051989388,SPPC,2045,GenX,SPP,20-week-foresight
19,3.878963369358552,SPPN,2045,GenX,SPP,20-week-foresight
20,3.926227446369471,SPPS,2045,GenX,SPP,20-week-foresight
21,4.064901830177765,SRCA,2045,GenX,SOU,20-week-foresight
22,4.304200246907079,SRCE,2045,GenX,MISO,20-week-foresight
23,4.086870774341474,SRSE,2045,GenX,SOU,20-week-foresight
24,4.345259070083982,SRSG,2045,GenX,WECC,20-week-foresight
25,4.148569142284153,TRE,2045,GenX,TRE,20-week-foresight
26,3.820035548407074,TREW,2045,GenX,TRE,20-week-foresight
1,14691.091097943889,BASN,2050,GenX,WECC,20-week-foresight
2,9.136415006179648,CANO,2050,GenX,CA,20-week-foresight
3,9.179326761084395,CASO,2050,GenX,CA,20-week-foresight
4,9.12259110505785,FRCC,2050,GenX,SOU,20-week-foresight
5,165727.79086680256,ISNE,2050,GenX,NE,20-week-foresight
6,9.2417601691427,MISC,2050,GenX,MISO,20-week-foresight
7,3612.11271203084,MISE,2050,GenX,MISO,20-week-foresight
8,9.144877439145889,MISS,2050,GenX,MISO,20-week-foresight
9,35567.66936412688,MISW,2050,GenX,MISO,20-week-foresight
10,149717.96351503822,NWPP,2050,GenX,WECC,20-week-foresight
11,7153.623012602795,NYCW,2050,GenX,NE,20-week-foresight
12,156.7317558722863,NYUP,2050,GenX,NE,20-week-foresight
13,9.143959410053071,PJMC,2050,GenX,PJM,20-week-foresight
14,9.169187675948866,PJMD,2050,GenX,PJM,20-week-foresight
15,9.227526900110798,PJME,2050,GenX,PJM,20-week-foresight
16,9.124249988999916,PJMW,2050,GenX,PJM,20-week-foresight
17,4817.714329060799,RMRG,2050,GenX,WECC,20-week-foresight
18,9.14873269150397,SPPC,2050,GenX,SPP,20-week-foresight
19,9.097104164071531,SPPN,2050,GenX,SPP,20-week-foresight
20,9.216492120818977,SPPS,2050,GenX,SPP,20-week-foresight
21,9.136514133746925,SRCA,2050,GenX,SOU,20-week-foresight
22,9.207892355740553,SRCE,2050,GenX,MISO,20-week-foresight
23,9.0988282343818,SRSE,2050,GenX,SOU,20-week-foresight
24,9.151443217832984,SRSG,2050,GenX,WECC,20-week-foresight
25,18040.835854502235,TRE,2050,GenX,TRE,20-week-foresight
26,9.19954176755569,TREW,2050,GenX,TRE,20-week-foresight
1,5.430071434826714,BASN,2027,SWITCH,WECC,20-week-foresight
2,5.427228437300182,CANO,2027,SWITCH,CA,20-week-foresight
3,5.426194583353111,CASO,2027,SWITCH,CA,20-week-foresight
4,5.507925956064245,FRCC,2027,SWITCH,SOU,20-week-foresight
5,20578.745269341973,ISNE,2027,SWITCH,NE,20-week-foresight
6,5.428115951976957,MISC,2027,SWITCH,MISO,20-week-foresight
7,5.4465740305532275,MISE,2027,SWITCH,MISO,20-week-foresight
8,5.490953208337625,MISS,2027,SWITCH,MISO,20-week-foresight
9,5.466314564855634,MISW,2027,SWITCH,MISO,20-week-foresight
10,5.4214245656081665,NWPP,2027,SWITCH,WECC,20-week-foresight
11,9560.885751876693,NYCW,2027,SWITCH,NE,20-week-foresight
12,5.426583287355367,NYUP,2027,SWITCH,NE,20-week-foresight
13,5.438713126142929,PJMC,2027,SWITCH,PJM,20-week-foresight
14,5.4382581503697365,PJMD,2027,SWITCH,PJM,20-week-foresight
15,5.466749964622627,PJME,2027,SWITCH,PJM,20-week-foresight
16,5.426960219329066,PJMW,2027,SWITCH,PJM,20-week-foresight
17,5.427499120026733,RMRG,2027,SWITCH,WECC,20-week-foresight
18,5.436115501915536,SPPC,2027,SWITCH,SPP,20-week-foresight
19,5.420110402106115,SPPN,2027,SWITCH,SPP,20-week-foresight
20,5.440131417372043,SPPS,2027,SWITCH,SPP,20-week-foresight
21,5.424500104488242,SRCA,2027,SWITCH,SOU,20-week-foresight
22,5.441104078455473,SRCE,2027,SWITCH,MISO,20-week-foresight
23,5.447689723901087,SRSE,2027,SWITCH,SOU,20-week-foresight
24,5.457796120154139,SRSG,2027,SWITCH,WECC,20-week-foresight
25,5.462660043224591,TRE,2027,SWITCH,TRE,20-week-foresight
26,5.436779003686644,TREW,2027,SWITCH,TRE,20-week-foresight
1,47.21116468377214,BASN,2030,SWITCH,WECC,20-week-foresight
2,45.70202840834895,CANO,2030,SWITCH,CA,20-week-foresight
3,45.99160419496082,CASO,2030,SWITCH,CA,20-week-foresight
4,47.51828172915856,FRCC,2030,SWITCH,SOU,20-week-foresight
5,21300.502642481228,ISNE,2030,SWITCH,NE,20-week-foresight
6,46.43624312301668,MISC,2030,SWITCH,MISO,20-week-foresight
7,45.86610795323472,MISE,2030,SWITCH,MISO,20-week-foresight
8,46.70221590795769,MISS,2030,SWITCH,MISO,20-week-foresight
9,46.43503036551745,MISW,2030,SWITCH,MISO,20-week-foresight
10,46.21864065297319,NWPP,2030,SWITCH,WECC,20-week-foresight
11,46.30923556268878,NYCW,2030,SWITCH,NE,20-week-foresight
12,46.143569621435034,NYUP,2030,SWITCH,NE,20-week-foresight
13,46.39395755948537,PJMC,2030,SWITCH,PJM,20-week-foresight
14,46.83699778809983,PJMD,2030,SWITCH,PJM,20-week-foresight
15,48.63315230322138,PJME,2030,SWITCH,PJM,20-week-foresight
16,47.323716591121375,PJMW,2030,SWITCH,PJM,20-week-foresight
17,45.346183632422935,RMRG,2030,SWITCH,WECC,20-week-foresight
18,46.03970790534344,SPPC,2030,SWITCH,SPP,20-week-foresight
19,45.06384005306862,SPPN,2030,SWITCH,SPP,20-week-foresight
20,46.08048995108011,SPPS,2030,SWITCH,SPP,20-week-foresight
21,46.96649778385628,SRCA,2030,SWITCH,SOU,20-week-foresight
22,46.99280697366824,SRCE,2030,SWITCH,MISO,20-week-foresight
23,46.98001100774826,SRSE,2030,SWITCH,SOU,20-week-foresight
24,46.14489632156223,SRSG,2030,SWITCH,WECC,20-week-foresight
25,48.36735651000946,TRE,2030,SWITCH,TRE,20-week-foresight
26,44.85068309831397,TREW,2030,SWITCH,TRE,20-week-foresight
1,4.338746553671711,BASN,2035,SWITCH,WECC,20-week-foresight
2,4.338424829818317,CANO,2035,SWITCH,CA,20-week-foresight
3,4.356833973116011,CASO,2035,SWITCH,CA,20-week-foresight
4,4.481639476878352,FRCC,2035,SWITCH,SOU,20-week-foresight
5,83458.63447203903,ISNE,2035,SWITCH,NE,20-week-foresight
6,4.360597576963156,MISC,2035,SWITCH,MISO,20-week-foresight
7,4.398484964511505,MISE,2035,SWITCH,MISO,20-week-foresight
8,4.394746485350093,MISS,2035,SWITCH,MISO,20-week-foresight
9,4.452323132288439,MISW,2035,SWITCH,MISO,20-week-foresight
10,4.406171166739389,NWPP,2035,SWITCH,WECC,20-week-foresight
11,3593.9485749106816,NYCW,2035,SWITCH,NE,20-week-foresight
12,4.368990446331773,NYUP,2035,SWITCH,NE,20-week-foresight
13,4.460298168055982,PJMC,2035,SWITCH,PJM,20-week-foresight
14,4.361202948560549,PJMD,2035,SWITCH,PJM,20-week-foresight
15,4.448913358113509,PJME,2035,SWITCH,PJM,20-week-foresight
16,4.418291572767602,PJMW,2035,SWITCH,PJM,20-week-foresight
17,4.291092301743568,RMRG,2035,SWITCH,WECC,20-week-foresight
18,4.371876694682668,SPPC,2035,SWITCH,SPP,20-week-foresight
19,4.278962293456376,SPPN,2035,SWITCH,SPP,20-week-foresight
20,4.318436175834478,SPPS,2035,SWITCH,SPP,20-week-foresight
21,4.407468044817465,SRCA,2035,SWITCH,SOU,20-week-foresight
22,4.41162150511066,SRCE,2035,SWITCH,MISO,20-week-foresight
23,4.44393934988907,SRSE,2035,SWITCH,SOU,20-week-foresight
24,4.546620551155387,SRSG,2035,SWITCH,WECC,20-week-foresight
25,4.4777673447113635,TRE,2035,SWITCH,TRE,20-week-foresight
26,4.379633008712973,TREW,2035,SWITCH,TRE,20-week-foresight
1,4.734964599276761,BASN,2040,SWITCH,WECC,20-week-foresight
2,4.476622561858553,CANO,2040,SWITCH,CA,20-week-foresight
3,4.575246776011724,CASO,2040,SWITCH,CA,20-week-foresight
4,5.501307181294665,FRCC,2040,SWITCH,SOU,20-week-foresight
5,139013.64440726652,ISNE,2040,SWITCH,NE,20-week-foresight
6,4.325298292205573,MISC,2040,SWITCH,MISO,20-week-foresight
7,4.464369459947616,MISE,2040,SWITCH,MISO,20-week-foresight
8,4.623807618530509,MISS,2040,SWITCH,MISO,20-week-foresight
9,373.0523387809397,MISW,2040,SWITCH,MISO,20-week-foresight
10,38414.47584757713,NWPP,2040,SWITCH,WECC,20-week-foresight
11,7328.006418750175,NYCW,2040,SWITCH,NE,20-week-foresight
12,4.282490780405772,NYUP,2040,SWITCH,NE,20-week-foresight
13,4.7241082090855135,PJMC,2040,SWITCH,PJM,20-week-foresight
14,4.211734067467643,PJMD,2040,SWITCH,PJM,20-week-foresight
15,4.4963938925220726,PJME,2040,SWITCH,PJM,20-week-foresight
16,4.400319977688515,PJMW,2040,SWITCH,PJM,20-week-foresight
17,4.2759805442386805,RMRG,2040,SWITCH,WECC,20-week-foresight
18,4.192315170211797,SPPC,2040,SWITCH,SPP,20-week-foresight
19,4.072829945968742,SPPN,2040,SWITCH,SPP,20-week-foresight
20,4.4266147310166755,SPPS,2040,SWITCH,SPP,20-week-foresight
21,4.490649142896889,SRCA,2040,SWITCH,SOU,20-week-foresight
22,4.485378124407526,SRCE,2040,SWITCH,MISO,20-week-foresight
23,4.493757015549824,SRSE,2040,SWITCH,SOU,20-week-foresight
24,4.818624988145718,SRSG,2040,SWITCH,WECC,20-week-foresight
25,4.485008197681754,TRE,2040,SWITCH,TRE,20-week-foresight
26,4.266809803577552,TREW,2040,SWITCH,TRE,20-week-foresight
1,3582.1634269232145,BASN,2045,SWITCH,WECC,20-week-foresight
2,2.7318721650243196,CANO,2045,SWITCH,CA,20-week-foresight
3,2.6767195227552727,CASO,2045,SWITCH,CA,20-week-foresight
4,3.898487529871407,FRCC,2045,SWITCH,SOU,20-week-foresight
5,171413.27378165015,ISNE,2045,SWITCH,NE,20-week-foresight
6,2.747162687839978,MISC,2045,SWITCH,MISO,20-week-foresight
7,2.583741097338476,MISE,2045,SWITCH,MISO,20-week-foresight
8,3.4665419831196904,MISS,2045,SWITCH,MISO,20-week-foresight
9,8537.485680054988,MISW,2045,SWITCH,MISO,20-week-foresight
10,161258.11494140155,NWPP,2045,SWITCH,WECC,20-week-foresight
11,8137.300604252147,NYCW,2045,SWITCH,NE,20-week-foresight
12,2.527170126893221,NYUP,2045,SWITCH,NE,20-week-foresight
13,2.668988346438931,PJMC,2045,SWITCH,PJM,20-week-foresight
14,2.7234995345766966,PJMD,2045,SWITCH,PJM,20-week-foresight
15,3.0434669548994275,PJME,2045,SWITCH,PJM,20-week-foresight
16,2.7750006122706714,PJMW,2045,SWITCH,PJM,20-week-foresight
17,3.024636941581606,RMRG,2045,SWITCH,WECC,20-week-foresight
18,2.743031163193015,SPPC,2045,SWITCH,SPP,20-week-foresight
19,2.6496659450211304,SPPN,2045,SWITCH,SPP,20-week-foresight
20,2.8651246445739393,SPPS,2045,SWITCH,SPP,20-week-foresight
21,2.882248756681581,SRCA,2045,SWITCH,SOU,20-week-foresight
22,3.3728987133489174,SRCE,2045,SWITCH,MISO,20-week-foresight
23,2.9833400300095514,SRSE,2045,SWITCH,SOU,20-week-foresight
24,2.756988315905337,SRSG,2045,SWITCH,WECC,20-week-foresight
25,3.080783148447383,TRE,2045,SWITCH,TRE,20-week-foresight
26,2.585118483906026,TREW,2045,SWITCH,TRE,20-week-foresight
1,3051.4993222291473,BASN,2050,SWITCH,WECC,20-week-foresight
2,8.166966042996526,CANO,2050,SWITCH,CA,20-week-foresight
3,8.184317595005856,CASO,2050,SWITCH,CA,20-week-foresight
4,8.231802125796792,FRCC,2050,SWITCH,SOU,20-week-foresight
5,153655.42464247308,ISNE,2050,SWITCH,NE,20-week-foresight
6,8.190847316142692,MISC,2050,SWITCH,MISO,20-week-foresight
7,8.223067285652206,MISE,2050,SWITCH,MISO,20-week-foresight
8,8.177159378137407,MISS,2050,SWITCH,MISO,20-week-foresight
9,15390.38051095316,MISW,2050,SWITCH,MISO,20-week-foresight
10,165740.57689359502,NWPP,2050,SWITCH,WECC,20-week-foresight
11,2628.6976810132865,NYCW,2050,SWITCH,NE,20-week-foresight
12,8.25828266851169,NYUP,2050,SWITCH,NE,20-week-foresight
13,8.177905273180357,PJMC,2050,SWITCH,PJM,20-week-foresight
14,8.238131325401136,PJMD,2050,SWITCH,PJM,20-week-foresight
15,8.298373881066079,PJME,2050,SWITCH,PJM,20-week-foresight
16,8.22368227894863,PJMW,2050,SWITCH,PJM,20-week-foresight
17,8.168952552096236,RMRG,2050,SWITCH,WECC,20-week-foresight
18,8.099849874232808,SPPC,2050,SWITCH,SPP,20-week-foresight
19,8.063820153090486,SPPN,2050,SWITCH,SPP,20-week-foresight
20,8.19151575468521,SPPS,2050,SWITCH,SPP,20-week-foresight
21,2276.955642731113,SRCA,2050,SWITCH,SOU,20-week-foresight
22,8.262051501342498,SRCE,2050,SWITCH,MISO,20-week-foresight
23,8.168872176321685,SRSE,2050,SWITCH,SOU,20-week-foresight
24,8.171503859087803,SRSG,2050,SWITCH,WECC,20-week-foresight
25,8.247181698238549,TRE,2050,SWITCH,TRE,20-week-foresight
26,8.134944997202114,TREW,2050,SWITCH,TRE,20-week-foresight
1,7.958784479438975,BASN,2027,USENSYS,WECC,20-week-foresight
2,7.941065093748794,CANO,2027,USENSYS,CA,20-week-foresight
3,7.96068343691325,CASO,2027,USENSYS,CA,20-week-foresight
4,8.320970698957643,FRCC,2027,USENSYS,SOU,20-week-foresight
5,8.054406488655701,ISNE,2027,USENSYS,NE,20-week-foresight
6,7.960872030228983,MISC,2027,USENSYS,MISO,20-week-foresight
7,8.006157651923347,MISE,2027,USENSYS,MISO,20-week-foresight
8,8.153080068645131,MISS,2027,USENSYS,MISO,20-week-foresight
9,8.124838026005376,MISW,2027,USENSYS,MISO,20-week-foresight
10,7.974541848607097,NWPP,2027,USENSYS,WECC,20-week-foresight
11,3351.740777871178,NYCW,2027,USENSYS,NE,20-week-foresight
12,7.922411620528188,NYUP,2027,USENSYS,NE,20-week-foresight
13,7.983091031850292,PJMC,2027,USENSYS,PJM,20-week-foresight
14,7.963294419003605,PJMD,2027,USENSYS,PJM,20-week-foresight
15,8.087675461034339,PJME,2027,USENSYS,PJM,20-week-foresight
16,7.994290175567423,PJMW,2027,USENSYS,PJM,20-week-foresight
17,7.926102706189668,RMRG,2027,USENSYS,WECC,20-week-foresight
18,7.978041699504528,SPPC,2027,USENSYS,SPP,20-week-foresight
19,7.92339333182124,SPPN,2027,USENSYS,SPP,20-week-foresight
20,7.9849999712322415,SPPS,2027,USENSYS,SPP,20-week-foresight
21,7.956526808987604,SRCA,2027,USENSYS,SOU,20-week-foresight
22,7.997418254729885,SRCE,2027,USENSYS,MISO,20-week-foresight
23,8.03788106046769,SRSE,2027,USENSYS,SOU,20-week-foresight
24,8.161414318029442,SRSG,2027,USENSYS,WECC,20-week-foresight
25,8.21987231770622,TRE,2027,USENSYS,TRE,20-week-foresight
26,7.9464355831424545,TREW,2027,USENSYS,TRE,20-week-foresight
1,6.227983264570815,BASN,2030,USENSYS,WECC,20-week-foresight
2,5.947253902089762,CANO,2030,USENSYS,CA,20-week-foresight
3,6.332331181538367,CASO,2030,USENSYS,CA,20-week-foresight
4,6.038031663435958,FRCC,2030,USENSYS,SOU,20-week-foresight
5,6.291441415508588,ISNE,2030,USENSYS,NE,20-week-foresight
6,6.336685110922823,MISC,2030,USENSYS,MISO,20-week-foresight
7,5.938277521295552,MISE,2030,USENSYS,MISO,20-week-foresight
8,6.199186442067959,MISS,2030,USENSYS,MISO,20-week-foresight
9,6.3077127212318675,MISW,2030,USENSYS,MISO,20-week-foresight
10,6.338911970748043,NWPP,2030,USENSYS,WECC,20-week-foresight
11,6.0551417111278685,NYCW,2030,USENSYS,NE,20-week-foresight
12,6.010366015065298,NYUP,2030,USENSYS,NE,20-week-foresight
13,6.214223330987264,PJMC,2030,USENSYS,PJM,20-week-foresight
14,6.189464961269127,PJMD,2030,USENSYS,PJM,20-week-foresight
15,6.389350248874459,PJME,2030,USENSYS,PJM,20-week-foresight
16,6.2473876093364105,PJMW,2030,USENSYS,PJM,20-week-foresight
17,6.065928999814281,RMRG,2030,USENSYS,WECC,20-week-foresight
18,6.114844868799457,SPPC,2030,USENSYS,SPP,20-week-foresight
19,5.633804951253008,SPPN,2030,USENSYS,SPP,20-week-foresight
20,6.219947489420775,SPPS,2030,USENSYS,SPP,20-week-foresight
21,6.10995482611783,SRCA,2030,USENSYS,SOU,20-week-foresight
22,6.350866406463529,SRCE,2030,USENSYS,MISO,20-week-foresight
23,6.202878034766725,SRSE,2030,USENSYS,SOU,20-week-foresight
24,6.199082005596096,SRSG,2030,USENSYS,WECC,20-week-foresight
25,6.379474540677549,TRE,2030,USENSYS,TRE,20-week-foresight
26,5.656382383764689,TREW,2030,USENSYS,TRE,20-week-foresight
1,1.6670454074071337,BASN,2035,USENSYS,WECC,20-week-foresight
2,1.6793136242897586,CANO,2035,USENSYS,CA,20-week-foresight
3,1.7289228663171607,CASO,2035,USENSYS,CA,20-week-foresight
4,1.9338463569096396,FRCC,2035,USENSYS,SOU,20-week-foresight
5,1.7871860375073405,ISNE,2035,USENSYS,NE,20-week-foresight
6,1.7279534509734378,MISC,2035,USENSYS,MISO,20-week-foresight
7,1.8254716896124736,MISE,2035,USENSYS,MISO,20-week-foresight
8,1.7360269798685677,MISS,2035,USENSYS,MISO,20-week-foresight
9,1.9350505022698417,MISW,2035,USENSYS,MISO,20-week-foresight
10,1.6576887868410493,NWPP,2035,USENSYS,WECC,20-week-foresight
11,1.7325594704620004,NYCW,2035,USENSYS,NE,20-week-foresight
12,1.717841771164889,NYUP,2035,USENSYS,NE,20-week-foresight
13,1.796033293062057,PJMC,2035,USENSYS,PJM,20-week-foresight
14,1.695535405626379,PJMD,2035,USENSYS,PJM,20-week-foresight
15,1.7807328933827553,PJME,2035,USENSYS,PJM,20-week-foresight
16,1.7099729511634978,PJMW,2035,USENSYS,PJM,20-week-foresight
17,1.6191889039192953,RMRG,2035,USENSYS,WECC,20-week-foresight
18,1.7016396399545866,SPPC,2035,USENSYS,SPP,20-week-foresight
19,1.6386985109985257,SPPN,2035,USENSYS,SPP,20-week-foresight
20,1.6972400728098946,SPPS,2035,USENSYS,SPP,20-week-foresight
21,1.755653810145832,SRCA,2035,USENSYS,SOU,20-week-foresight
22,1.7945729540160211,SRCE,2035,USENSYS,MISO,20-week-foresight
23,1.758521932800314,SRSE,2035,USENSYS,SOU,20-week-foresight
24,1.7634285722508507,SRSG,2035,USENSYS,WECC,20-week-foresight
25,1.9552190513702616,TRE,2035,USENSYS,TRE,20-week-foresight
26,1.6994912559403443,TREW,2035,USENSYS,TRE,20-week-foresight
1,6206.883002708171,BASN,2040,USENSYS,WECC,20-week-foresight
2,7.166799073144996,CANO,2040,USENSYS,CA,20-week-foresight
3,7.238803862770068,CASO,2040,USENSYS,CA,20-week-foresight
4,7.31070415038014,FRCC,2040,USENSYS,SOU,20-week-foresight
5,7.222719987051383,ISNE,2040,USENSYS,NE,20-week-foresight
6,7.194645275080767,MISC,2040,USENSYS,MISO,20-week-foresight
7,7.254706796598321,MISE,2040,USENSYS,MISO,20-week-foresight
8,7.218461028825107,MISS,2040,USENSYS,MISO,20-week-foresight
9,7.228042586624503,MISW,2040,USENSYS,MISO,20-week-foresight
10,16348.361522816733,NWPP,2040,USENSYS,WECC,20-week-foresight
