model,zone,planning_year,case,unit,value,agg_zone
GenX,CASO,2035,full-base-200,tons,4962030.0,CA
GenX,FRCC,2035,full-base-200,tons,8834790.0,SOU
GenX,ISNE,2035,full-base-200,tons,11997100.0,NE
GenX,MISC,2035,full-base-200,tons,3107130.0,MISO
GenX,MISE,2035,full-base-200,tons,2112560.0,MISO
GenX,MISS,2035,full-base-200,tons,8230720.0,MISO
GenX,MISW,2035,full-base-200,tons,4453830.0,MISO
GenX,NWPP,2035,full-base-200,tons,1868980.0,WECC
GenX,NYCW,2035,full-base-200,tons,1615300.0,NE
GenX,NYUP,2035,full-base-200,tons,2318260.0,NE
GenX,PJMC,2035,full-base-200,tons,3385650.0,PJM
GenX,PJMD,2035,full-base-200,tons,3579620.0,PJM
GenX,PJME,2035,full-base-200,tons,20136600.0,PJM
GenX,PJMW,2035,full-base-200,tons,11111300.0,PJM
GenX,RMRG,2035,full-base-200,tons,490563.0,WECC
GenX,SPPC,2035,full-base-200,tons,546039.0,SPP
GenX,SPPN,2035,full-base-200,tons,185557.0,SPP
GenX,SPPS,2035,full-base-200,tons,3065680.0,SPP
GenX,SRCA,2035,full-base-200,tons,4290080.0,SOU
GenX,SRCE,2035,full-base-200,tons,4921790.0,MISO
GenX,SRSE,2035,full-base-200,tons,7205970.0,SOU
GenX,SRSG,2035,full-base-200,tons,3720870.0,WECC
GenX,TRE,2035,full-base-200,tons,9707730.0,TRE
GenX,TREW,2035,full-base-200,tons,1733090.0,TRE
GenX,BASN,2040,full-base-200,tons,3374860.0,WECC
GenX,CANO,2040,full-base-200,tons,4156500.0,CA
GenX,CASO,2040,full-base-200,tons,4754470.0,CA
GenX,FRCC,2040,full-base-200,tons,9236730.0,SOU
GenX,ISNE,2040,full-base-200,tons,10836200.0,NE
GenX,MISC,2040,full-base-200,tons,3037210.0,MISO
GenX,MISE,2040,full-base-200,tons,2129700.0,MISO
GenX,MISS,2040,full-base-200,tons,7134530.0,MISO
GenX,MISW,2040,full-base-200,tons,4200740.0,MISO
GenX,NWPP,2040,full-base-200,tons,2223840.0,WECC
GenX,NYCW,2040,full-base-200,tons,1278420.0,NE
GenX,NYUP,2040,full-base-200,tons,1966090.0,NE
GenX,PJMC,2040,full-base-200,tons,2834920.0,PJM
GenX,PJMD,2040,full-base-200,tons,2923230.0,PJM
GenX,PJME,2040,full-base-200,tons,15072100.0,PJM
GenX,PJMW,2040,full-base-200,tons,11264500.0,PJM
GenX,RMRG,2040,full-base-200,tons,702135.0,WECC
GenX,SPPC,2040,full-base-200,tons,504061.0,SPP
GenX,SPPN,2040,full-base-200,tons,240418.0,SPP
GenX,SPPS,2040,full-base-200,tons,2648140.0,SPP
GenX,SRCA,2040,full-base-200,tons,4189350.0,SOU
GenX,SRCE,2040,full-base-200,tons,4043850.0,MISO
GenX,SRSE,2040,full-base-200,tons,6842220.0,SOU
GenX,SRSG,2040,full-base-200,tons,3873290.0,WECC
GenX,TRE,2040,full-base-200,tons,8856050.0,TRE
GenX,TREW,2040,full-base-200,tons,1382300.0,TRE
GenX,BASN,2045,full-base-200,tons,3150860.0,WECC
GenX,CANO,2045,full-base-200,tons,4526210.0,CA
GenX,CASO,2045,full-base-200,tons,5069800.0,CA
GenX,FRCC,2045,full-base-200,tons,10570900.0,SOU
GenX,ISNE,2045,full-base-200,tons,11599900.0,NE
GenX,MISC,2045,full-base-200,tons,3358800.0,MISO
GenX,MISE,2045,full-base-200,tons,2409660.0,MISO
GenX,MISS,2045,full-base-200,tons,7356540.0,MISO
GenX,MISW,2045,full-base-200,tons,4200230.0,MISO
GenX,NWPP,2045,full-base-200,tons,2314880.0,WECC
GenX,NYCW,2045,full-base-200,tons,1320500.0,NE
GenX,NYUP,2045,full-base-200,tons,2015660.0,NE
GenX,PJMC,2045,full-base-200,tons,2622090.0,PJM
GenX,PJMD,2045,full-base-200,tons,2501780.0,PJM
GenX,PJME,2045,full-base-200,tons,13783100.0,PJM
GenX,PJMW,2045,full-base-200,tons,12897400.0,PJM
GenX,RMRG,2045,full-base-200,tons,751021.0,WECC
GenX,SPPC,2045,full-base-200,tons,574998.0,SPP
GenX,SPPN,2045,full-base-200,tons,301948.0,SPP
GenX,SPPS,2045,full-base-200,tons,2610310.0,SPP
GenX,SRCA,2045,full-base-200,tons,4623330.0,SOU
GenX,SRCE,2045,full-base-200,tons,4274420.0,MISO
GenX,SRSE,2045,full-base-200,tons,7507230.0,SOU
GenX,SRSG,2045,full-base-200,tons,3826080.0,WECC
GenX,TRE,2045,full-base-200,tons,9756310.0,TRE
GenX,TREW,2045,full-base-200,tons,1328130.0,TRE
GenX,BASN,2050,full-base-200,tons,2610240.0,WECC
GenX,CANO,2050,full-base-200,tons,4091940.0,CA
GenX,CASO,2050,full-base-200,tons,4407530.0,CA
GenX,FRCC,2050,full-base-200,tons,10509000.0,SOU
GenX,ISNE,2050,full-base-200,tons,10831800.0,NE
GenX,MISC,2050,full-base-200,tons,3166120.0,MISO
GenX,MISE,2050,full-base-200,tons,2456280.0,MISO
GenX,MISS,2050,full-base-200,tons,6118450.0,MISO
GenX,MISW,2050,full-base-200,tons,3427590.0,MISO
GenX,NWPP,2050,full-base-200,tons,2063250.0,WECC
GenX,NYCW,2050,full-base-200,tons,1139170.0,NE
GenX,NYUP,2050,full-base-200,tons,1915860.0,NE
GenX,PJMC,2050,full-base-200,tons,2306520.0,PJM
GenX,PJMD,2050,full-base-200,tons,1764170.0,PJM
GenX,PJME,2050,full-base-200,tons,11669800.0,PJM
GenX,PJMW,2050,full-base-200,tons,12073800.0,PJM
GenX,RMRG,2050,full-base-200,tons,563712.0,WECC
GenX,SPPC,2050,full-base-200,tons,414608.0,SPP
GenX,SPPN,2050,full-base-200,tons,216598.0,SPP
GenX,SPPS,2050,full-base-200,tons,2104530.0,SPP
GenX,SRCA,2050,full-base-200,tons,4348120.0,SOU
GenX,SRCE,2050,full-base-200,tons,3540890.0,MISO
GenX,SRSE,2050,full-base-200,tons,7171660.0,SOU
GenX,SRSG,2050,full-base-200,tons,2942110.0,WECC
GenX,TRE,2050,full-base-200,tons,8189440.0,TRE
GenX,TREW,2050,full-base-200,tons,1091350.0,TRE
TEMOA,BASN,2027,full-base-200,tons,25199400.0,WECC
TEMOA,BASN,2030,full-base-200,tons,3360050.0,WECC
TEMOA,BASN,2035,full-base-200,tons,3023870.0,WECC
TEMOA,BASN,2040,full-base-200,tons,3053120.0,WECC
TEMOA,BASN,2045,full-base-200,tons,2760610.0,WECC
TEMOA,BASN,2050,full-base-200,tons,2351370.0,WECC
TEMOA,CANO,2027,full-base-200,tons,21612000.0,CA
TEMOA,CANO,2030,full-base-200,tons,5354950.0,CA
TEMOA,CANO,2035,full-base-200,tons,3279940.0,CA
TEMOA,CANO,2040,full-base-200,tons,4159720.0,CA
TEMOA,CANO,2045,full-base-200,tons,4184330.0,CA
TEMOA,CANO,2050,full-base-200,tons,3682300.0,CA
TEMOA,CASO,2027,full-base-200,tons,20369700.0,CA
TEMOA,CASO,2030,full-base-200,tons,7305420.0,CA
TEMOA,CASO,2035,full-base-200,tons,4995890.0,CA
TEMOA,CASO,2040,full-base-200,tons,4766140.0,CA
TEMOA,CASO,2045,full-base-200,tons,4734580.0,CA
TEMOA,CASO,2050,full-base-200,tons,4114390.0,CA
TEMOA,FRCC,2027,full-base-200,tons,75175000.0,SOU
TEMOA,FRCC,2030,full-base-200,tons,11373800.0,SOU
TEMOA,FRCC,2035,full-base-200,tons,8660210.0,SOU
TEMOA,FRCC,2040,full-base-200,tons,8904400.0,SOU
TEMOA,FRCC,2045,full-base-200,tons,9946980.0,SOU
TEMOA,FRCC,2050,full-base-200,tons,9587000.0,SOU
TEMOA,ISNE,2027,full-base-200,tons,28801900.0,NE
TEMOA,ISNE,2030,full-base-200,tons,9477490.0,NE
TEMOA,ISNE,2035,full-base-200,tons,11355000.0,NE
TEMOA,ISNE,2040,full-base-200,tons,9873970.0,NE
TEMOA,ISNE,2045,full-base-200,tons,10398700.0,NE
TEMOA,ISNE,2050,full-base-200,tons,9647640.0,NE
TEMOA,MISC,2027,full-base-200,tons,36799300.0,MISO
TEMOA,MISC,2030,full-base-200,tons,3701530.0,MISO
TEMOA,MISC,2035,full-base-200,tons,3073050.0,MISO
TEMOA,MISC,2040,full-base-200,tons,2928580.0,MISO
TEMOA,MISC,2045,full-base-200,tons,3187200.0,MISO
TEMOA,MISC,2050,full-base-200,tons,3005270.0,MISO
TEMOA,MISE,2027,full-base-200,tons,32882300.0,MISO
TEMOA,MISE,2030,full-base-200,tons,3099400.0,MISO
TEMOA,MISE,2035,full-base-200,tons,2115180.0,MISO
TEMOA,MISE,2040,full-base-200,tons,2048010.0,MISO
TEMOA,MISE,2045,full-base-200,tons,2274270.0,MISO
TEMOA,MISE,2050,full-base-200,tons,1736860.0,MISO
TEMOA,MISS,2027,full-base-200,tons,52199700.0,MISO
TEMOA,MISS,2030,full-base-200,tons,12468200.0,MISO
TEMOA,MISS,2035,full-base-200,tons,8461760.0,MISO
TEMOA,MISS,2040,full-base-200,tons,7047540.0,MISO
TEMOA,MISS,2045,full-base-200,tons,7144970.0,MISO
TEMOA,MISS,2050,full-base-200,tons,5929330.0,MISO
TEMOA,MISW,2027,full-base-200,tons,43585000.0,MISO
TEMOA,MISW,2030,full-base-200,tons,6434420.0,MISO
TEMOA,MISW,2035,full-base-200,tons,4418440.0,MISO
TEMOA,MISW,2040,full-base-200,tons,4132280.0,MISO
TEMOA,MISW,2045,full-base-200,tons,4065470.0,MISO
TEMOA,MISW,2050,full-base-200,tons,3408770.0,MISO
TEMOA,NWPP,2027,full-base-200,tons,17763500.0,WECC
TEMOA,NWPP,2030,full-base-200,tons,1406060.0,WECC
TEMOA,NWPP,2035,full-base-200,tons,2218770.0,WECC
TEMOA,NWPP,2040,full-base-200,tons,2345150.0,WECC
TEMOA,NWPP,2045,full-base-200,tons,2189030.0,WECC
TEMOA,NWPP,2050,full-base-200,tons,1877560.0,WECC
TEMOA,NYCW,2027,full-base-200,tons,9972440.0,NE
TEMOA,NYCW,2030,full-base-200,tons,3560150.0,NE
TEMOA,NYCW,2035,full-base-200,tons,1700490.0,NE
TEMOA,NYCW,2040,full-base-200,tons,1313670.0,NE
TEMOA,NYCW,2045,full-base-200,tons,1368920.0,NE
TEMOA,NYCW,2050,full-base-200,tons,1149140.0,NE
TEMOA,NYUP,2027,full-base-200,tons,15294800.0,NE
TEMOA,NYUP,2030,full-base-200,tons,4310400.0,NE
TEMOA,NYUP,2035,full-base-200,tons,2446230.0,NE
TEMOA,NYUP,2040,full-base-200,tons,2069820.0,NE
TEMOA,NYUP,2045,full-base-200,tons,2130520.0,NE
TEMOA,NYUP,2050,full-base-200,tons,2086310.0,NE
TEMOA,PJMC,2027,full-base-200,tons,13407600.0,PJM
TEMOA,PJMC,2030,full-base-200,tons,5216630.0,PJM
TEMOA,PJMC,2035,full-base-200,tons,3365170.0,PJM
TEMOA,PJMC,2040,full-base-200,tons,2761290.0,PJM
TEMOA,PJMC,2045,full-base-200,tons,2527380.0,PJM
TEMOA,PJMC,2050,full-base-200,tons,2157450.0,PJM
TEMOA,PJMD,2027,full-base-200,tons,17467900.0,PJM
TEMOA,PJMD,2030,full-base-200,tons,4950510.0,PJM
TEMOA,PJMD,2035,full-base-200,tons,3541650.0,PJM
TEMOA,PJMD,2040,full-base-200,tons,2863790.0,PJM
TEMOA,PJMD,2045,full-base-200,tons,2670900.0,PJM
TEMOA,PJMD,2050,full-base-200,tons,1645900.0,PJM
TEMOA,PJME,2027,full-base-200,tons,78642900.0,PJM
TEMOA,PJME,2030,full-base-200,tons,33609300.0,PJM
TEMOA,PJME,2035,full-base-200,tons,20003500.0,PJM
TEMOA,PJME,2040,full-base-200,tons,14403700.0,PJM
TEMOA,PJME,2045,full-base-200,tons,13002300.0,PJM
TEMOA,PJME,2050,full-base-200,tons,11079500.0,PJM
TEMOA,PJMW,2027,full-base-200,tons,93983700.0,PJM
TEMOA,PJMW,2030,full-base-200,tons,15152100.0,PJM
TEMOA,PJMW,2035,full-base-200,tons,11175200.0,PJM
TEMOA,PJMW,2040,full-base-200,tons,11129300.0,PJM
TEMOA,PJMW,2045,full-base-200,tons,12150200.0,PJM
TEMOA,PJMW,2050,full-base-200,tons,11784000.0,PJM
TEMOA,RMRG,2027,full-base-200,tons,15183100.0,WECC
TEMOA,RMRG,2030,full-base-200,tons,769499.0,WECC
TEMOA,RMRG,2035,full-base-200,tons,547235.0,WECC
TEMOA,RMRG,2040,full-base-200,tons,681523.0,WECC
TEMOA,RMRG,2045,full-base-200,tons,670002.0,WECC
TEMOA,RMRG,2050,full-base-200,tons,488310.0,WECC
TEMOA,SPPC,2027,full-base-200,tons,19206400.0,SPP
TEMOA,SPPC,2030,full-base-200,tons,844315.0,SPP
TEMOA,SPPC,2035,full-base-200,tons,554471.0,SPP
TEMOA,SPPC,2040,full-base-200,tons,500877.0,SPP
TEMOA,SPPC,2045,full-base-200,tons,524341.0,SPP
TEMOA,SPPC,2050,full-base-200,tons,377559.0,SPP
TEMOA,SPPN,2027,full-base-200,tons,8189200.0,SPP
TEMOA,SPPN,2030,full-base-200,tons,297981.0,SPP
TEMOA,SPPN,2035,full-base-200,tons,205401.0,SPP
TEMOA,SPPN,2040,full-base-200,tons,245944.0,SPP
TEMOA,SPPN,2045,full-base-200,tons,283603.0,SPP
TEMOA,SPPN,2050,full-base-200,tons,194742.0,SPP
TEMOA,SPPS,2027,full-base-200,tons,19901000.0,SPP
TEMOA,SPPS,2030,full-base-200,tons,4598400.0,SPP
TEMOA,SPPS,2035,full-base-200,tons,2996220.0,SPP
TEMOA,SPPS,2040,full-base-200,tons,2562930.0,SPP
TEMOA,SPPS,2045,full-base-200,tons,2462820.0,SPP
TEMOA,SPPS,2050,full-base-200,tons,1977470.0,SPP
TEMOA,SRCA,2027,full-base-200,tons,39338700.0,SOU
TEMOA,SRCA,2030,full-base-200,tons,6284010.0,SOU
TEMOA,SRCA,2035,full-base-200,tons,4260170.0,SOU
TEMOA,SRCA,2040,full-base-200,tons,4092800.0,SOU
TEMOA,SRCA,2045,full-base-200,tons,4574110.0,SOU
TEMOA,SRCA,2050,full-base-200,tons,4100480.0,SOU
TEMOA,SRCE,2027,full-base-200,tons,36302000.0,MISO
TEMOA,SRCE,2030,full-base-200,tons,7529270.0,MISO
TEMOA,SRCE,2035,full-base-200,tons,4928470.0,MISO
TEMOA,SRCE,2040,full-base-200,tons,4194540.0,MISO
TEMOA,SRCE,2045,full-base-200,tons,4296710.0,MISO
TEMOA,SRCE,2050,full-base-200,tons,3530440.0,MISO
TEMOA,SRSE,2027,full-base-200,tons,54382000.0,SOU
TEMOA,SRSE,2030,full-base-200,tons,11948400.0,SOU
TEMOA,SRSE,2035,full-base-200,tons,7477130.0,SOU
TEMOA,SRSE,2040,full-base-200,tons,6754810.0,SOU
TEMOA,SRSE,2045,full-base-200,tons,7308770.0,SOU
TEMOA,SRSE,2050,full-base-200,tons,6737370.0,SOU
TEMOA,SRSG,2027,full-base-200,tons,19527300.0,WECC
TEMOA,SRSG,2030,full-base-200,tons,3843060.0,WECC
TEMOA,SRSG,2035,full-base-200,tons,3659690.0,WECC
TEMOA,SRSG,2040,full-base-200,tons,3699000.0,WECC
TEMOA,SRSG,2045,full-base-200,tons,3558180.0,WECC
TEMOA,SRSG,2050,full-base-200,tons,2810900.0,WECC
TEMOA,TRE,2027,full-base-200,tons,69885900.0,TRE
TEMOA,TRE,2030,full-base-200,tons,16300300.0,TRE
TEMOA,TRE,2035,full-base-200,tons,9667140.0,TRE
TEMOA,TRE,2040,full-base-200,tons,8600920.0,TRE
TEMOA,TRE,2045,full-base-200,tons,9110860.0,TRE
TEMOA,TRE,2050,full-base-200,tons,7541220.0,TRE
TEMOA,TREW,2027,full-base-200,tons,7834480.0,TRE
TEMOA,TREW,2030,full-base-200,tons,2755380.0,TRE
TEMOA,TREW,2035,full-base-200,tons,1671380.0,TRE
TEMOA,TREW,2040,full-base-200,tons,1303780.0,TRE
TEMOA,TREW,2045,full-base-200,tons,1221470.0,TRE
TEMOA,TREW,2050,full-base-200,tons,987986.0,TRE
SWITCH,BASN,2027,full-base-200,kg,25996168.039,WECC
SWITCH,CANO,2027,full-base-200,kg,19884290.341,CA
SWITCH,CASO,2027,full-base-200,kg,20421936.227,CA
SWITCH,FRCC,2027,full-base-200,kg,75111242.302,SOU
SWITCH,ISNE,2027,full-base-200,kg,29036381.356,NE
SWITCH,MISC,2027,full-base-200,kg,37924071.005,MISO
SWITCH,MISE,2027,full-base-200,kg,33089423.265,MISO
SWITCH,MISS,2027,full-base-200,kg,51914915.795,MISO
SWITCH,MISW,2027,full-base-200,kg,44352763.75,MISO
SWITCH,NWPP,2027,full-base-200,kg,16276433.734,WECC
SWITCH,NYCW,2027,full-base-200,kg,9979413.959,NE
SWITCH,NYUP,2027,full-base-200,kg,12296712.106,NE
SWITCH,PJMC,2027,full-base-200,kg,13489902.766,PJM
SWITCH,PJMD,2027,full-base-200,kg,17734151.269,PJM
SWITCH,PJME,2027,full-base-200,kg,78477833.765,PJM
SWITCH,PJMW,2027,full-base-200,kg,94653560.728,PJM
SWITCH,RMRG,2027,full-base-200,kg,16334155.757,WECC
SWITCH,SPPC,2027,full-base-200,kg,19597748.048,SPP
SWITCH,SPPN,2027,full-base-200,kg,8379768.278,SPP
SWITCH,SPPS,2027,full-base-200,kg,20295496.173,SPP
SWITCH,SRCA,2027,full-base-200,kg,39718493.364,SOU
SWITCH,SRCE,2027,full-base-200,kg,36071459.258,MISO
SWITCH,SRSE,2027,full-base-200,kg,54508146.471,SOU
SWITCH,SRSG,2027,full-base-200,kg,20228891.208,WECC
SWITCH,TRE,2027,full-base-200,kg,69776306.021,TRE
SWITCH,TREW,2027,full-base-200,kg,7450335.026,TRE
SWITCH,BASN,2030,full-base-200,kg,3469615.026,WECC
SWITCH,CANO,2030,full-base-200,kg,5105240.458,CA
SWITCH,CASO,2030,full-base-200,kg,7471980.519,CA
SWITCH,FRCC,2030,full-base-200,kg,11082452.669,SOU
SWITCH,ISNE,2030,full-base-200,kg,10191485.848,NE
SWITCH,MISC,2030,full-base-200,kg,3798454.054,MISO
SWITCH,MISE,2030,full-base-200,kg,3319443.402,MISO
SWITCH,MISS,2030,full-base-200,kg,12231049.783,MISO
SWITCH,MISW,2030,full-base-200,kg,6597235.28,MISO
SWITCH,NWPP,2030,full-base-200,kg,975847.041,WECC
SWITCH,NYCW,2030,full-base-200,kg,3626838.094,NE
SWITCH,NYUP,2030,full-base-200,kg,4029566.057,NE
SWITCH,PJMC,2030,full-base-200,kg,5213143.51,PJM
SWITCH,PJMD,2030,full-base-200,kg,5138821.852,PJM
SWITCH,PJME,2030,full-base-200,kg,34269923.33,PJM
SWITCH,PJMW,2030,full-base-200,kg,14941234.524,PJM
SWITCH,RMRG,2030,full-base-200,kg,737750.882,WECC
SWITCH,SPPC,2030,full-base-200,kg,832538.082,SPP
SWITCH,SPPN,2030,full-base-200,kg,299950.988,SPP
SWITCH,SPPS,2030,full-base-200,kg,4655158.761,SPP
SWITCH,SRCA,2030,full-base-200,kg,6541337.567,SOU
SWITCH,SRCE,2030,full-base-200,kg,7474194.091,MISO
SWITCH,SRSE,2030,full-base-200,kg,10982700.707,SOU
SWITCH,SRSG,2030,full-base-200,kg,3853840.481,WECC
SWITCH,TRE,2030,full-base-200,kg,16357513.453,TRE
SWITCH,TREW,2030,full-base-200,kg,2802683.542,TRE
SWITCH,BASN,2035,full-base-200,kg,3268858.211,WECC
SWITCH,CANO,2035,full-base-200,kg,2878877.54,CA
SWITCH,CASO,2035,full-base-200,kg,4982863.713,CA
SWITCH,FRCC,2035,full-base-200,kg,8819051.876,SOU
SWITCH,ISNE,2035,full-base-200,kg,11913715.261,NE
SWITCH,MISC,2035,full-base-200,kg,3130263.761,MISO
SWITCH,MISE,2035,full-base-200,kg,2229579.549,MISO
SWITCH,MISS,2035,full-base-200,kg,8053668.707,MISO
SWITCH,MISW,2035,full-base-200,kg,4579487.863,MISO
SWITCH,NWPP,2035,full-base-200,kg,1746642.696,WECC
SWITCH,NYCW,2035,full-base-200,kg,1558760.345,NE
SWITCH,NYUP,2035,full-base-200,kg,2178112.678,NE
SWITCH,PJMC,2035,full-base-200,kg,3382982.541,PJM
SWITCH,PJMD,2035,full-base-200,kg,3702493.767,PJM
SWITCH,PJME,2035,full-base-200,kg,20583525.954,PJM
SWITCH,PJMW,2035,full-base-200,kg,11076766.726,PJM
SWITCH,RMRG,2035,full-base-200,kg,499569.884,WECC
SWITCH,SPPC,2035,full-base-200,kg,556095.233,SPP
SWITCH,SPPN,2035,full-base-200,kg,186235.409,SPP
SWITCH,SPPS,2035,full-base-200,kg,3135987.101,SPP
SWITCH,SRCA,2035,full-base-200,kg,4391135.118,SOU
SWITCH,SRCE,2035,full-base-200,kg,4828080.831,MISO
SWITCH,SRSE,2035,full-base-200,kg,6914854.866,SOU
SWITCH,SRSG,2035,full-base-200,kg,3740573.807,WECC
SWITCH,TRE,2035,full-base-200,kg,9880751.163,TRE
SWITCH,TREW,2035,full-base-200,kg,1781065.509,TRE
SWITCH,BASN,2040,full-base-200,kg,3367811.645,WECC
SWITCH,CANO,2040,full-base-200,kg,3808303.935,CA
SWITCH,CASO,2040,full-base-200,kg,4840800.045,CA
SWITCH,FRCC,2040,full-base-200,kg,9311628.481,SOU
SWITCH,ISNE,2040,full-base-200,kg,11333172.981,NE
SWITCH,MISC,2040,full-base-200,kg,3107644.162,MISO
SWITCH,MISE,2040,full-base-200,kg,2285586.031,MISO
SWITCH,MISS,2040,full-base-200,kg,7064556.964,MISO
SWITCH,MISW,2040,full-base-200,kg,4320040.58,MISO
SWITCH,NWPP,2040,full-base-200,kg,2047493.029,WECC
SWITCH,NYCW,2040,full-base-200,kg,1328713.207,NE
SWITCH,NYUP,2040,full-base-200,kg,1966909.667,NE
SWITCH,PJMC,2040,full-base-200,kg,2859456.292,PJM
SWITCH,PJMD,2040,full-base-200,kg,3080395.852,PJM
SWITCH,PJME,2040,full-base-200,kg,15444341.901,PJM
SWITCH,PJMW,2040,full-base-200,kg,11149314.318,PJM
SWITCH,RMRG,2040,full-base-200,kg,706988.073,WECC
SWITCH,SPPC,2040,full-base-200,kg,524997.574,SPP
SWITCH,SPPN,2040,full-base-200,kg,244079.082,SPP
SWITCH,SPPS,2040,full-base-200,kg,2749323.823,SPP
SWITCH,SRCA,2040,full-base-200,kg,4284661.507,SOU
SWITCH,SRCE,2040,full-base-200,kg,4380670.96,MISO
SWITCH,SRSE,2040,full-base-200,kg,6701994.183,SOU
SWITCH,SRSG,2040,full-base-200,kg,3881915.938,WECC
SWITCH,TRE,2040,full-base-200,kg,9096875.598,TRE
SWITCH,TREW,2040,full-base-200,kg,1430394.861,TRE
SWITCH,BASN,2045,full-base-200,kg,3184430.675,WECC
SWITCH,CANO,2045,full-base-200,kg,4235123.049,CA
SWITCH,CASO,2045,full-base-200,kg,5114088.167,CA
SWITCH,FRCC,2045,full-base-200,kg,10277403.843,SOU
SWITCH,ISNE,2045,full-base-200,kg,12106329.862,NE
SWITCH,MISC,2045,full-base-200,kg,3418096.309,MISO
SWITCH,MISE,2045,full-base-200,kg,2556742.577,MISO
SWITCH,MISS,2045,full-base-200,kg,7290321.999,MISO
SWITCH,MISW,2045,full-base-200,kg,4214662.272,MISO
SWITCH,NWPP,2045,full-base-200,kg,2218680.212,WECC
SWITCH,NYCW,2045,full-base-200,kg,1368678.406,NE
SWITCH,NYUP,2045,full-base-200,kg,2030449.961,NE
SWITCH,PJMC,2045,full-base-200,kg,2683804.349,PJM
SWITCH,PJMD,2045,full-base-200,kg,2823207.183,PJM
SWITCH,PJME,2045,full-base-200,kg,14312388.335,PJM
SWITCH,PJMW,2045,full-base-200,kg,12284203.033,PJM
SWITCH,RMRG,2045,full-base-200,kg,741753.204,WECC
SWITCH,SPPC,2045,full-base-200,kg,574138.52,SPP
SWITCH,SPPN,2045,full-base-200,kg,295777.9,SPP
SWITCH,SPPS,2045,full-base-200,kg,2717339.743,SPP
SWITCH,SRCA,2045,full-base-200,kg,4888848.429,SOU
SWITCH,SRCE,2045,full-base-200,kg,4326086.6,MISO
SWITCH,SRSE,2045,full-base-200,kg,7549551.686,SOU
SWITCH,SRSG,2045,full-base-200,kg,3898662.847,WECC
SWITCH,TRE,2045,full-base-200,kg,9801120.595,TRE
