case,tech_type,planning_year,agg_zone,end_value,min,max
20-week-foresight,Natural Gas CT,2035,NE,853.3,,
20-week-foresight,Natural Gas CT,2035,PJM,13.0,,
20-week-foresight,Natural Gas CT,2035,SOU,12.0,,
20-week-foresight,Natural Gas CT,2035,SPP,12.0,,
20-week-foresight,Natural Gas CT,2035,TRE,8.0,,
20-week-foresight,Natural Gas CT,2035,WECC,16.5,,
20-week-foresight,Nuclear,2035,CA,1.5,,
20-week-foresight,Nuclear,2035,MISO,5.0,,
20-week-foresight,Nuclear,2035,NE,3.5,,
20-week-foresight,Nuclear,2035,PJM,5.0,,
20-week-foresight,Nuclear,2035,SOU,5.5,,
20-week-foresight,Nuclear,2035,SPP,3.0,,
20-week-foresight,Nuclear,2035,TRE,2.0,,
20-week-foresight,Nuclear,2035,WECC,4.5,,
20-week-foresight,Solar,2035,CA,14330.7,,
20-week-foresight,Solar,2035,MISO,41449.7,,
20-week-foresight,Solar,2035,NE,9311.0,,
20-week-foresight,Solar,2035,PJM,41622.7,,
20-week-foresight,Solar,2035,SOU,39413.7,,
20-week-foresight,Solar,2035,SPP,24815.0,,
20-week-foresight,Solar,2035,TRE,13942.3,,
20-week-foresight,Solar,2035,WECC,29604.0,,
20-week-foresight,Wind,2035,CA,1462.7,,
20-week-foresight,Wind,2035,MISO,19239.7,,
20-week-foresight,Wind,2035,NE,10877.3,,
20-week-foresight,Wind,2035,PJM,4029.0,,
20-week-foresight,Wind,2035,SOU,2907.0,,
20-week-foresight,Wind,2035,SPP,5426.0,,
20-week-foresight,Wind,2035,TRE,4171.7,,
20-week-foresight,Wind,2035,WECC,27680.7,,
20-week-foresight,Battery,2040,CA,2207.0,,
20-week-foresight,Battery,2040,MISO,130.0,,
20-week-foresight,Battery,2040,NE,5593.3,,
20-week-foresight,Battery,2040,PJM,2813.0,,
20-week-foresight,Battery,2040,SOU,185.5,,
20-week-foresight,Battery,2040,SPP,74.0,,
20-week-foresight,Battery,2040,TRE,40.5,,
20-week-foresight,Battery,2040,WECC,965.3,,
20-week-foresight,CCS,2040,CA,10494.7,,
20-week-foresight,CCS,2040,MISO,14535.7,,
20-week-foresight,CCS,2040,NE,,,
20-week-foresight,CCS,2040,PJM,15818.3,,
20-week-foresight,CCS,2040,SOU,10963.0,,
20-week-foresight,CCS,2040,SPP,565.3,,
20-week-foresight,CCS,2040,TRE,3655.3,,
20-week-foresight,CCS,2040,WECC,2090.0,,
20-week-foresight,Hydrogen,2040,CA,2.0,,
20-week-foresight,Hydrogen,2040,MISO,4.0,,
20-week-foresight,Hydrogen,2040,NE,10.7,,
20-week-foresight,Hydrogen,2040,PJM,4.5,,
20-week-foresight,Hydrogen,2040,SOU,2.5,,
20-week-foresight,Hydrogen,2040,SPP,2.0,,
20-week-foresight,Hydrogen,2040,TRE,2.5,,
20-week-foresight,Hydrogen,2040,WECC,6.0,,
20-week-foresight,Natural Gas CC,2040,CA,0.0,,
20-week-foresight,Natural Gas CC,2040,MISO,0.0,,
20-week-foresight,Natural Gas CC,2040,NE,3576.3,,
20-week-foresight,Natural Gas CC,2040,PJM,1.0,,
20-week-foresight,Natural Gas CC,2040,SOU,0.5,,
20-week-foresight,Natural Gas CC,2040,SPP,0.5,,
20-week-foresight,Natural Gas CC,2040,TRE,0.0,,
20-week-foresight,Natural Gas CC,2040,WECC,2.5,,
20-week-foresight,Natural Gas CT,2040,CA,1.0,,
20-week-foresight,Natural Gas CT,2040,MISO,0.0,,
20-week-foresight,Natural Gas CT,2040,NE,1278.0,,
20-week-foresight,Natural Gas CT,2040,PJM,1.0,,
20-week-foresight,Natural Gas CT,2040,SOU,0.5,,
20-week-foresight,Natural Gas CT,2040,SPP,1.0,,
20-week-foresight,Natural Gas CT,2040,TRE,1.0,,
20-week-foresight,Natural Gas CT,2040,WECC,1.5,,
20-week-foresight,Nuclear,2040,CA,0.0,,
20-week-foresight,Nuclear,2040,MISO,0.0,,
20-week-foresight,Nuclear,2040,NE,1.0,,
20-week-foresight,Nuclear,2040,PJM,0.5,,
20-week-foresight,Nuclear,2040,SOU,0.0,,
20-week-foresight,Nuclear,2040,SPP,0.0,,
20-week-foresight,Nuclear,2040,TRE,0.0,,
20-week-foresight,Nuclear,2040,WECC,0.0,,
20-week-foresight,Solar,2040,CA,7375.7,,
20-week-foresight,Solar,2040,MISO,19876.3,,
20-week-foresight,Solar,2040,NE,13414.7,,
20-week-foresight,Solar,2040,PJM,27358.0,,
20-week-foresight,Solar,2040,SOU,25315.3,,
20-week-foresight,Solar,2040,SPP,7176.0,,
20-week-foresight,Solar,2040,TRE,7431.7,,
20-week-foresight,Solar,2040,WECC,19520.3,,
20-week-foresight,Wind,2040,CA,126.0,,
20-week-foresight,Wind,2040,MISO,12281.3,,
20-week-foresight,Wind,2040,NE,3217.3,,
20-week-foresight,Wind,2040,PJM,2477.0,,
20-week-foresight,Wind,2040,SOU,2583.0,,
20-week-foresight,Wind,2040,SPP,5983.0,,
20-week-foresight,Wind,2040,TRE,10815.7,,
20-week-foresight,Wind,2040,WECC,16691.7,,
20-week-foresight,Battery,2045,CA,3491.7,,
20-week-foresight,Battery,2045,MISO,3174.3,,
20-week-foresight,Battery,2045,NE,5194.3,,
20-week-foresight,Battery,2045,PJM,6648.3,,
20-week-foresight,Battery,2045,SOU,995.7,,
20-week-foresight,Battery,2045,SPP,268.0,,
20-week-foresight,Battery,2045,TRE,63.5,,
20-week-foresight,Battery,2045,WECC,11601.7,,
20-week-foresight,CCS,2045,CA,7875.7,,
20-week-foresight,CCS,2045,MISO,16715.7,,
20-week-foresight,CCS,2045,NE,,,
20-week-foresight,CCS,2045,PJM,12095.7,,
20-week-foresight,CCS,2045,SOU,11450.3,,
20-week-foresight,CCS,2045,SPP,1053.0,,
20-week-foresight,CCS,2045,TRE,5409.3,,
20-week-foresight,CCS,2045,WECC,4263.3,,
20-week-foresight,Hydrogen,2045,CA,3.5,,
20-week-foresight,Hydrogen,2045,MISO,5.5,,
20-week-foresight,Hydrogen,2045,NE,3.7,,
20-week-foresight,Hydrogen,2045,PJM,7.5,,
20-week-foresight,Hydrogen,2045,SOU,-0.5,,
20-week-foresight,Hydrogen,2045,SPP,3.0,,
20-week-foresight,Hydrogen,2045,TRE,-2.0,,
20-week-foresight,Hydrogen,2045,WECC,7.0,,
20-week-foresight,Natural Gas CC,2045,CA,2.0,,
20-week-foresight,Natural Gas CC,2045,MISO,3.5,,
20-week-foresight,Natural Gas CC,2045,NE,196.7,,
20-week-foresight,Natural Gas CC,2045,PJM,34.0,,
20-week-foresight,Natural Gas CC,2045,SOU,3.0,,
20-week-foresight,Natural Gas CC,2045,SPP,3.5,,
20-week-foresight,Natural Gas CC,2045,TRE,2.0,,
20-week-foresight,Natural Gas CC,2045,WECC,10.0,,
20-week-foresight,Natural Gas CT,2045,CA,1.5,,
20-week-foresight,Natural Gas CT,2045,MISO,-2.5,,
20-week-foresight,Natural Gas CT,2045,NE,1.7,,
20-week-foresight,Natural Gas CT,2045,PJM,2.5,,
20-week-foresight,Natural Gas CT,2045,SOU,-2.0,,
20-week-foresight,Natural Gas CT,2045,SPP,-4.0,,
20-week-foresight,Natural Gas CT,2045,TRE,-3.5,,
20-week-foresight,Natural Gas CT,2045,WECC,0.0,,
20-week-foresight,Nuclear,2045,CA,1.0,,
20-week-foresight,Nuclear,2045,MISO,2.5,,
20-week-foresight,Nuclear,2045,NE,0.5,,
20-week-foresight,Nuclear,2045,PJM,1.0,,
20-week-foresight,Nuclear,2045,SOU,1.5,,
20-week-foresight,Nuclear,2045,SPP,1.5,,
20-week-foresight,Nuclear,2045,TRE,1.0,,
20-week-foresight,Nuclear,2045,WECC,2.0,,
20-week-foresight,Solar,2045,CA,16645.7,,
20-week-foresight,Solar,2045,MISO,21534.3,,
20-week-foresight,Solar,2045,NE,9964.3,,
20-week-foresight,Solar,2045,PJM,25651.3,,
20-week-foresight,Solar,2045,SOU,25131.7,,
20-week-foresight,Solar,2045,SPP,10668.7,,
20-week-foresight,Solar,2045,TRE,7613.3,,
20-week-foresight,Solar,2045,WECC,33845.3,,
20-week-foresight,Wind,2045,CA,208.7,,
20-week-foresight,Wind,2045,MISO,10463.0,,
20-week-foresight,Wind,2045,NE,1738.0,,
20-week-foresight,Wind,2045,PJM,1896.0,,
20-week-foresight,Wind,2045,SOU,3514.7,,
20-week-foresight,Wind,2045,SPP,14830.3,,
20-week-foresight,Wind,2045,TRE,10417.3,,
20-week-foresight,Wind,2045,WECC,14641.0,,
20-week-foresight,Battery,2050,CA,7668.0,7955.0,17740.0
20-week-foresight,Battery,2050,MISO,10833.0,7808.0,19366.0
20-week-foresight,Battery,2050,NE,2111.3,13815.0,15338.0
20-week-foresight,Battery,2050,PJM,11572.0,18292.0,25669.0
20-week-foresight,Battery,2050,SOU,10944.7,8351.0,18828.0
20-week-foresight,Battery,2050,SPP,4401.0,3020.0,6884.0
20-week-foresight,Battery,2050,TRE,2535.3,210.0,6234.0
20-week-foresight,Battery,2050,WECC,20166.0,29803.0,34648.0
20-week-foresight,CCS,2050,CA,941.3,27483.0,37798.0
20-week-foresight,CCS,2050,MISO,8653.3,83874.0,87397.0
20-week-foresight,CCS,2050,NE,,0.0,0.0
20-week-foresight,CCS,2050,PJM,2800.3,64869.0,78303.0
20-week-foresight,CCS,2050,SOU,3571.3,63406.0,72630.0
20-week-foresight,CCS,2050,SPP,1183.3,320.0,9275.0
20-week-foresight,CCS,2050,TRE,2967.3,28081.0,35661.0
20-week-foresight,CCS,2050,WECC,3316.7,7027.0,16014.0
20-week-foresight,Hydrogen,2050,CA,4.0,0.0,31.0
20-week-foresight,Hydrogen,2050,MISO,11.0,0.0,86.0
20-week-foresight,Hydrogen,2050,NE,2.7,1.0,85.0
20-week-foresight,Hydrogen,2050,PJM,7.5,0.0,67.0
20-week-foresight,Hydrogen,2050,SOU,6.5,0.0,52.0
20-week-foresight,Hydrogen,2050,SPP,7.0,0.0,53.0
20-week-foresight,Hydrogen,2050,TRE,4.5,0.0,35.0
20-week-foresight,Hydrogen,2050,WECC,14.0,0.0,94.0
20-week-foresight,Natural Gas CC,2050,CA,2.0,0.0,20.0
20-week-foresight,Natural Gas CC,2050,MISO,7.0,0.0,66.0
20-week-foresight,Natural Gas CC,2050,NE,2.3,10748.0,23701.0
20-week-foresight,Natural Gas CC,2050,PJM,2.3,52.0,90.0
20-week-foresight,Natural Gas CC,2050,SOU,4.0,0.0,36.0
20-week-foresight,Natural Gas CC,2050,SPP,4.0,0.0,39.0
20-week-foresight,Natural Gas CC,2050,TRE,3.5,0.0,26.0
20-week-foresight,Natural Gas CC,2050,WECC,8.5,0.0,73.0
20-week-foresight,Natural Gas CT,2050,CA,1.5,0.0,14.0
20-week-foresight,Natural Gas CT,2050,MISO,6.5,0.0,43.0
20-week-foresight,Natural Gas CT,2050,NE,1.3,35.0,6351.0
20-week-foresight,Natural Gas CT,2050,PJM,5.0,0.0,32.0
20-week-foresight,Natural Gas CT,2050,SOU,2.0,0.0,25.0
20-week-foresight,Natural Gas CT,2050,SPP,3.5,0.0,25.0
20-week-foresight,Natural Gas CT,2050,TRE,2.5,0.0,16.0
20-week-foresight,Natural Gas CT,2050,WECC,6.0,0.0,40.0
20-week-foresight,Nuclear,2050,CA,1.0,6.0,7.0
20-week-foresight,Nuclear,2050,MISO,2.0,15.0,19.0
20-week-foresight,Nuclear,2050,NE,2.0,10.0,13.0
20-week-foresight,Nuclear,2050,PJM,2.0,14.0,17.0
20-week-foresight,Nuclear,2050,SOU,1.0,14.0,14.0
20-week-foresight,Nuclear,2050,SPP,1.5,9.0,12.0
20-week-foresight,Nuclear,2050,TRE,1.0,6.0,8.0
20-week-foresight,Nuclear,2050,WECC,2.0,13.0,17.0
20-week-foresight,Solar,2050,CA,20431.7,63817.0,78645.0
20-week-foresight,Solar,2050,MISO,18004.7,112011.0,153924.0
20-week-foresight,Solar,2050,NE,8735.0,37909.0,52554.0
20-week-foresight,Solar,2050,PJM,28417.0,144770.0,187166.0
20-week-foresight,Solar,2050,SOU,36907.3,133506.0,184206.0
20-week-foresight,Solar,2050,SPP,12710.3,34661.0,83791.0
20-week-foresight,Solar,2050,TRE,14297.7,40725.0,48327.0
20-week-foresight,Solar,2050,WECC,32713.3,95001.0,138553.0
20-week-foresight,Wind,2050,CA,353.0,2262.0,4168.0
20-week-foresight,Wind,2050,MISO,6031.0,120464.0,150080.0
20-week-foresight,Wind,2050,NE,982.3,37825.0,51555.0
20-week-foresight,Wind,2050,PJM,2357.0,36350.0,55266.0
20-week-foresight,Wind,2050,SOU,760.0,27191.0,53593.0
20-week-foresight,Wind,2050,SPP,6765.3,64965.0,129798.0
20-week-foresight,Wind,2050,TRE,7469.0,70387.0,101093.0
20-week-foresight,Wind,2050,WECC,10921.7,144191.0,160077.0
20-week-foresight-current-policy,Battery,2027,CA,166.0,,
20-week-foresight-current-policy,Battery,2027,MISO,460.0,,
20-week-foresight-current-policy,Battery,2027,NE,197.3,,
20-week-foresight-current-policy,Battery,2027,PJM,373.5,,
20-week-foresight-current-policy,Battery,2027,SOU,247.5,,
20-week-foresight-current-policy,Battery,2027,SPP,301.5,,
20-week-foresight-current-policy,Battery,2027,TRE,197.0,,
20-week-foresight-current-policy,Battery,2027,WECC,382.5,,
20-week-foresight-current-policy,CCS,2027,CA,25.5,,
20-week-foresight-current-policy,CCS,2027,MISO,66.5,,
20-week-foresight-current-policy,CCS,2027,NE,,,
20-week-foresight-current-policy,CCS,2027,PJM,25.5,,
20-week-foresight-current-policy,CCS,2027,SOU,45.0,,
20-week-foresight-current-policy,CCS,2027,SPP,33.5,,
20-week-foresight-current-policy,CCS,2027,TRE,23.0,,
20-week-foresight-current-policy,CCS,2027,WECC,31.0,,
20-week-foresight-current-policy,Hydrogen,2027,CA,46.0,,
20-week-foresight-current-policy,Hydrogen,2027,MISO,130.0,,
20-week-foresight-current-policy,Hydrogen,2027,NE,78.5,,
20-week-foresight-current-policy,Hydrogen,2027,PJM,91.5,,
20-week-foresight-current-policy,Hydrogen,2027,SOU,80.0,,
20-week-foresight-current-policy,Hydrogen,2027,SPP,80.0,,
20-week-foresight-current-policy,Hydrogen,2027,TRE,52.5,,
20-week-foresight-current-policy,Hydrogen,2027,WECC,106.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,CA,42.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,MISO,120.0,,
20-week-foresight-current-policy,Natural Gas CC,2027,NE,374.0,,
20-week-foresight-current-policy,Natural Gas CC,2027,PJM,89.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,SOU,83.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,SPP,59.0,,
20-week-foresight-current-policy,Natural Gas CC,2027,TRE,44.5,,
20-week-foresight-current-policy,Natural Gas CC,2027,WECC,87.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,CA,31.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,MISO,83.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,NE,51.5,,
20-week-foresight-current-policy,Natural Gas CT,2027,PJM,65.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,SOU,52.5,,
20-week-foresight-current-policy,Natural Gas CT,2027,SPP,50.5,,
20-week-foresight-current-policy,Natural Gas CT,2027,TRE,33.0,,
20-week-foresight-current-policy,Natural Gas CT,2027,WECC,70.5,,
20-week-foresight-current-policy,Nuclear,2027,CA,10.5,,
20-week-foresight-current-policy,Nuclear,2027,MISO,26.5,,
20-week-foresight-current-policy,Nuclear,2027,NE,15.0,,
20-week-foresight-current-policy,Nuclear,2027,PJM,21.0,,
20-week-foresight-current-policy,Nuclear,2027,SOU,18.5,,
20-week-foresight-current-policy,Nuclear,2027,SPP,15.0,,
20-week-foresight-current-policy,Nuclear,2027,TRE,10.0,,
20-week-foresight-current-policy,Nuclear,2027,WECC,20.5,,
20-week-foresight-current-policy,Solar,2027,CA,651.5,,
20-week-foresight-current-policy,Solar,2027,MISO,1443.5,,
20-week-foresight-current-policy,Solar,2027,NE,12331.0,,
20-week-foresight-current-policy,Solar,2027,PJM,1476.5,,
20-week-foresight-current-policy,Solar,2027,SOU,1427.5,,
20-week-foresight-current-policy,Solar,2027,SPP,1040.0,,
20-week-foresight-current-policy,Solar,2027,TRE,396.0,,
20-week-foresight-current-policy,Solar,2027,WECC,1593.5,,
20-week-foresight-current-policy,Wind,2027,CA,747.0,,
20-week-foresight-current-policy,Wind,2027,MISO,36634.7,,
20-week-foresight-current-policy,Wind,2027,NE,18024.3,,
20-week-foresight-current-policy,Wind,2027,PJM,22547.3,,
20-week-foresight-current-policy,Wind,2027,SOU,10415.3,,
20-week-foresight-current-policy,Wind,2027,SPP,26447.0,,
20-week-foresight-current-policy,Wind,2027,TRE,29436.3,,
20-week-foresight-current-policy,Wind,2027,WECC,27191.0,,
20-week-foresight-current-policy,Battery,2030,CA,-97.5,,
20-week-foresight-current-policy,Battery,2030,MISO,-173.5,,
20-week-foresight-current-policy,Battery,2030,NE,939.7,,
20-week-foresight-current-policy,Battery,2030,PJM,-153.5,,
20-week-foresight-current-policy,Battery,2030,SOU,-133.0,,
20-week-foresight-current-policy,Battery,2030,SPP,-160.5,,
20-week-foresight-current-policy,Battery,2030,TRE,-99.5,,
20-week-foresight-current-policy,Battery,2030,WECC,-216.5,,
20-week-foresight-current-policy,CCS,2030,CA,3.0,,
20-week-foresight-current-policy,CCS,2030,MISO,7.5,,
20-week-foresight-current-policy,CCS,2030,NE,,,
20-week-foresight-current-policy,CCS,2030,PJM,2.0,,
20-week-foresight-current-policy,CCS,2030,SOU,4.0,,
20-week-foresight-current-policy,CCS,2030,SPP,2.5,,
20-week-foresight-current-policy,CCS,2030,TRE,2.0,,
20-week-foresight-current-policy,CCS,2030,WECC,-2.5,,
20-week-foresight-current-policy,Hydrogen,2030,CA,2.0,,
20-week-foresight-current-policy,Hydrogen,2030,MISO,-7.5,,
20-week-foresight-current-policy,Hydrogen,2030,NE,6.5,,
20-week-foresight-current-policy,Hydrogen,2030,PJM,5.0,,
20-week-foresight-current-policy,Hydrogen,2030,SOU,-22.5,,
20-week-foresight-current-policy,Hydrogen,2030,SPP,-9.5,,
20-week-foresight-current-policy,Hydrogen,2030,TRE,-25.5,,
20-week-foresight-current-policy,Hydrogen,2030,WECC,3.0,,
20-week-foresight-current-policy,Natural Gas CC,2030,CA,4.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,MISO,13.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,NE,440.3,,
20-week-foresight-current-policy,Natural Gas CC,2030,PJM,8.0,,
20-week-foresight-current-policy,Natural Gas CC,2030,SOU,6.0,,
20-week-foresight-current-policy,Natural Gas CC,2030,SPP,4.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,TRE,3.5,,
20-week-foresight-current-policy,Natural Gas CC,2030,WECC,7.5,,
20-week-foresight-current-policy,Natural Gas CT,2030,CA,1.5,,
20-week-foresight-current-policy,Natural Gas CT,2030,MISO,5.5,,
